alpha_rad,mach,CN,CA,CM,CMQ,CNR,CLP,CNB,CYB
-1.919862,3.0000,-22.022000,9.766000,1.103900,-0.056810,-0.304000,-6.172000,-1.536100,-21.680723
-1.832596,0.3000,-7.662000,15.291000,-44.636000,-0.067420,-0.115600,-6.192000,88.980346,-19.509213
-1.832596,0.5000,-7.843000,16.029000,-49.944600,-0.071760,-0.118400,-6.344000,260.523909,-21.182250
-1.832596,0.7000,-8.208000,17.409000,-55.096600,-0.080790,-0.123200,-6.602000,-1229.567428,-24.385084
-1.832596,0.9000,-8.286000,17.648000,-54.919700,-0.103600,-0.118900,-6.369000,-341.654733,-27.977529
-1.832596,1.1000,-30.194000,16.579000,0.973000,-0.138300,-0.118900,-6.369000,-5.613840,-35.890076
-1.832596,1.3000,-28.192000,15.460000,0.898600,-0.110300,-0.118900,-6.369000,-5.323924,-31.839265
-1.832596,1.6000,-26.078000,14.657000,0.868600,-0.094720,-0.118900,-6.369000,-4.128161,-30.888155
-1.832596,2.0000,-24.285000,12.843000,0.902000,-0.080170,-0.118900,-6.369000,-3.075637,-28.934369
-1.832596,2.5000,-22.775000,10.661000,0.971500,-0.066040,-0.118900,-6.369000,-2.099890,-27.880126
-1.832596,3.0000,-21.997000,9.207000,1.026300,-0.056810,-0.118900,-6.369000,-1.536100,-26.717022
-1.745329,0.3000,-5.886000,14.013000,-89.873200,-0.067420,-0.017870,-6.296000,-957.412476,-24.654374
-1.745329,0.5000,-5.974000,14.605000,-94.604200,-0.071760,-0.018300,-6.450000,-1003.249099,-26.613890
-1.745329,0.7000,-6.161000,15.705000,-99.769200,-0.080790,-0.019050,-6.712000,-1047.366849,-30.429788
-1.745329,0.9000,-6.163000,15.669000,-94.717100,-0.103600,-0.018380,-6.475000,-975.747125,-33.220093
-1.745329,1.1000,-29.500000,15.593000,0.961700,-0.138300,-0.018380,-6.475000,-5.613840,-41.407660
-1.745329,1.3000,-27.545000,14.664000,0.902100,-0.110300,-0.018380,-6.475000,-5.323924,-37.523006
-1.745329,1.6000,-25.399000,13.817000,0.851800,-0.094720,-0.018380,-6.475000,-4.128161,-36.113530
-1.745329,2.0000,-23.824000,11.960000,0.848200,-0.080170,-0.018380,-6.475000,-3.075637,-34.366009
-1.745329,2.5000,-22.419000,9.799000,0.864700,-0.066040,-0.018380,-6.475000,-2.099890,-32.469518
-1.745329,3.0000,-21.779000,8.392000,0.884500,-0.056810,-0.018380,-6.475000,-1.536100,-31.082960
-1.658063,0.3000,-4.312000,12.120000,-0.000000,-0.067420,-0.005424,-6.309000,-2709.517413,-29.455760
-1.658063,0.5000,-4.331000,12.537000,-0.000000,-0.071760,-0.005557,-6.464000,-2973.650957,-31.535597
-1.658063,0.7000,-4.389000,13.297000,-0.000000,-0.080790,-0.005783,-6.726000,-3114.598574,-35.637975
-1.658063,0.9000,-4.370000,13.062000,-0.000000,-0.103600,-0.005579,-6.489000,-2803.482492,-37.505817
-1.658063,1.1000,-28.645000,14.160000,0.892200,-0.138300,-0.005579,-6.489000,-5.613840,-47.469553
-1.658063,1.3000,-26.737000,13.402000,0.837400,-0.110300,-0.005579,-6.489000,-5.323924,-44.112021
-1.658063,1.6000,-24.592000,12.508000,0.767400,-0.094720,-0.005579,-6.489000,-4.128161,-41.671220
-1.658063,2.0000,-23.219000,10.710000,0.741500,-0.080170,-0.005579,-6.489000,-3.075637,-38.972589
-1.658063,2.5000,-21.950000,8.646000,0.726000,-0.066040,-0.005579,-6.489000,-2.099890,-36.153637
-1.658063,3.0000,-21.439000,7.321000,0.724800,-0.056810,-0.005579,-6.489000,-1.536100,-34.457682
-1.570796,0.3000,-3.084000,9.682000,-0.000000,-0.067420,-0.078620,-6.231000,186.898833,-32.607028
-1.570796,0.5000,-3.066000,9.917000,-0.000000,-0.071760,-0.080550,-6.384000,206.780468,-34.715513
-1.570796,0.7000,-3.058000,10.315000,-0.000000,-0.080790,-0.083830,-6.644000,219.156357,-38.909564
-1.570796,0.9000,-3.058000,9.955000,-0.000000,-0.103600,-0.080870,-6.409000,218.296920,-40.307581
-1.570796,1.1000,-27.713000,12.193000,0.810800,-0.138300,-0.080870,-6.409000,-5.613840,-51.634956
-1.570796,1.3000,-25.859000,11.525000,0.751100,-0.110300,-0.080870,-6.409000,-5.323924,-48.695683
-1.570796,1.6000,-23.772000,10.745000,0.675000,-0.094720,-0.080870,-6.409000,-4.128161,-45.080319
-1.570796,2.0000,-22.572000,9.113000,0.641700,-0.080170,-0.080870,-6.409000,-3.075637,-43.877108
-1.570796,2.5000,-21.467000,7.233000,0.616500,-0.066040,-0.080870,-6.409000,-2.099890,-40.250285
-1.570796,3.0000,-21.076000,6.032000,0.610200,-0.056810,-0.080870,-6.409000,-1.536100,-38.210555
-1.483530,0.3000,-2.340000,6.989000,-0.000000,-0.067420,-0.235200,-6.065000,2924.376586,-32.904966
-1.483530,0.5000,-2.318000,7.037000,-0.000000,-0.071760,-0.241000,-6.214000,3206.271822,-35.059287
-1.483530,0.7000,-2.308000,7.066000,-0.000000,-0.080790,-0.250800,-6.467000,3363.835215,-39.293446
-1.483530,0.9000,-2.351000,6.588000,-0.000000,-0.103600,-0.242000,-6.238000,3048.135470,-41.046696
-1.483530,1.1000,-26.822000,9.966000,0.784200,-0.138300,-0.242000,-6.238000,-5.613840,-51.772466
-1.483530,1.3000,-25.050000,9.402000,0.722900,-0.110300,-0.242000,-6.238000,-5.323924,-48.248776
