alpha_rad,mach,CN,CA,CM,CMQ,CNR,CLP,CNB,CYB
-2.443461,0.9000,-10.301000,3.709000,-11.945900,-0.086300,-3.572000,-4.855000,-10.932035,4.597413
-2.443461,1.1000,-14.760000,5.709000,0.048500,-0.102800,-3.572000,-4.855000,0.000000,8.216215
-2.443461,1.3000,-14.745000,4.815000,-0.246900,-0.089350,-3.572000,-4.855000,0.000000,4.078314
-2.443461,1.6000,-14.747000,4.926000,0.064100,-0.075060,-3.572000,-4.855000,0.000000,1.948629
-2.443461,2.0000,-13.017000,4.297000,0.231400,-0.062170,-3.572000,-4.855000,0.000000,2.062075
-2.443461,2.5000,-11.380000,3.722000,0.331900,-0.051370,-3.572000,-4.855000,0.000000,3.716204
-2.443461,3.0000,-10.456000,3.340000,0.412300,-0.043350,-3.572000,-4.855000,0.000000,5.629310
-2.356194,0.3000,-8.897000,2.836000,-16.909200,-0.052820,-2.780000,-5.329000,-26.946205,2.460281
-2.356194,0.5000,-9.106000,3.157000,-16.414400,-0.056340,-2.849000,-5.462000,-22.454216,2.845881
-2.356194,0.7000,-9.667000,3.902000,-15.571000,-0.064000,-2.967000,-5.687000,-17.314785,4.001537
-2.356194,0.9000,-10.285000,4.918000,-12.865700,-0.086300,-2.908000,-5.574000,-10.152812,6.285347
-2.356194,1.1000,-16.093000,5.973000,0.357900,-0.102800,-2.908000,-5.574000,-3.209137,12.484750
-2.356194,1.3000,-15.739000,5.012000,0.068700,-0.089350,-2.908000,-5.574000,-3.487594,13.275432
-2.356194,1.6000,-15.415000,5.151000,0.312700,-0.075060,-2.908000,-5.574000,-2.465437,11.172677
-2.356194,2.0000,-13.664000,4.587000,0.447100,-0.062170,-2.908000,-5.574000,-1.619752,9.396508
-2.356194,2.5000,-12.147000,4.038000,0.537000,-0.051370,-2.908000,-5.574000,-1.047940,8.118812
-2.356194,3.0000,-11.356000,3.636000,0.617100,-0.043350,-2.908000,-5.574000,-0.734532,7.230727
-2.268928,0.3000,-8.627000,3.805000,-18.861600,-0.052820,-2.173000,-5.983000,-15.492779,2.569143
-2.268928,0.5000,-8.865000,4.204000,-18.067000,-0.056340,-2.227000,-6.132000,-12.467562,3.643439
-2.268928,0.7000,-9.444000,5.066000,-16.897600,-0.064000,-2.319000,-6.385000,-10.490857,4.543555
-2.268928,0.9000,-10.102000,6.186000,-13.713900,-0.086300,-2.273000,-6.258000,-6.703606,4.730913
-2.268928,1.1000,-17.338000,6.180000,0.643800,-0.102800,-2.273000,-6.258000,-3.209137,0.298225
-2.268928,1.3000,-16.829000,5.275000,0.383000,-0.089350,-2.273000,-6.258000,-3.487594,0.387721
-2.268928,1.6000,-16.001000,5.442000,0.547800,-0.075060,-2.273000,-6.258000,-2.465437,-1.404893
-2.268928,2.0000,-14.323000,4.913000,0.658300,-0.062170,-2.273000,-6.258000,-1.619752,-1.218108
-2.268928,2.5000,-13.034000,4.336000,0.745800,-0.051370,-2.273000,-6.258000,-1.047940,2.052908
-2.268928,3.0000,-12.290000,3.912000,0.829800,-0.043350,-2.273000,-6.258000,-0.734532,2.154321
-2.181662,0.3000,-8.223000,4.785000,-20.120500,-0.052820,-1.612000,-6.585000,-13.361376,1.451302
-2.181662,0.5000,-8.479000,5.253000,-19.181600,-0.056340,-1.652000,-6.749000,-13.080626,2.029989
-2.181662,0.7000,-9.042000,6.191000,-17.964400,-0.064000,-1.720000,-7.027000,-13.957252,2.476897
-2.181662,0.9000,-9.646000,7.293000,-14.676000,-0.086300,-1.686000,-6.887000,-15.343810,1.567040
-2.181662,1.1000,-18.386000,6.317000,0.889200,-0.102800,-1.686000,-6.887000,-3.209137,-3.924188
-2.181662,1.3000,-17.762000,5.588000,0.666400,-0.089350,-1.686000,-6.887000,-3.487594,-2.527317
-2.181662,1.6000,-16.635000,5.712000,0.763100,-0.075060,-1.686000,-6.887000,-2.465437,-3.949398
-2.181662,2.0000,-14.907000,5.154000,0.841600,-0.062170,-1.686000,-6.887000,-1.619752,-3.316280
-2.181662,2.5000,-13.893000,4.563000,0.937800,-0.051370,-1.686000,-6.887000,-1.047940,-1.902793
-2.181662,3.0000,-13.171000,4.105000,1.021900,-0.043350,-1.686000,-6.887000,-0.734532,-1.673610
-2.094395,0.3000,-7.679000,5.628000,-21.193300,-0.052820,-1.114000,-7.117000,-19.812881,-0.150974
-2.094395,0.5000,-7.925000,6.132000,-20.349900,-0.056340,-1.141000,-7.294000,-21.944284,-0.034297
-2.094395,0.7000,-8.441000,7.117000,-19.333700,-0.064000,-1.188000,-7.595000,-26.780047,-0.057754
-2.094395,0.9000,-8.940000,8.124000,-16.392300,-0.086300,-1.165000,-7.444000,-50.804168,-2.151457
-2.094395,1.1000,-19.345000,6.376000,1.094400,-0.102800,-1.165000,-7.444000,-3.209137,-8.353725
-2.094395,1.3000,-18.589000,5.916000,0.913700,-0.089350,-1.165000,-7.444000,-3.487594,-5.958761
-2.094395,1.6000,-17.239000,5.941000,0.950600,-0.075060,-1.165000,-7.444000,-2.465437,-6.938519
-2.094395,2.0000,-15.581000,5.313000,1.005000,-0.062170,-1.165000,-7.444000,-1.619752,-6.038975
-2.094395,2.5000,-14.651000,4.668000,1.087100,-0.051370,-1.165000,-7.444000,-1.047940,-5.699211
-2.094395,3.0000,-13.988000,4.169000,1.157400,-0.043350,-1.165000,-7.444000,-0.734532,-5.252304
-2.007129,0.3000,-7.011000,6.230000,-23.578800,-0.052820,-0.693900,-7.565000,-93.220233,-2.657951
-2.007129,0.5000,-7.223000,6.739000,-23.012000,-0.056340,-0.711100,-7.753000,-117.055278,-2.931825
-2.007129,0.7000,-7.663000,7.733000,-22.638400,-0.064000,-0.740500,-8.073000,-350.019917,-3.560933
-2.007129,0.9000,-8.014000,8.545000,-23.543400,-0.086300,-0.725700,-7.912000,29.266684,-6.371291
-2.007129,1.1000,-20.177000,6.328000,1.250000,-0.102800,-0.725700,-7.912000,-3.209137,-12.650908
-2.007129,1.3000,-19.192000,6.195000,1.109300,-0.089350,-0.725700,-7.912000,-3.487594,-9.975195
-2.007129,1.6000,-17.738000,6.083000,1.099400,-0.075060,-0.725700,-7.912000,-2.465437,-10.473668
-2.007129,2.0000,-16.219000,5.366000,1.132000,-0.062170,-0.725700,-7.912000,-1.619752,-9.682987
-2.007129,2.5000,-15.302000,4.684000,1.194400,-0.051370,-0.725700,-7.912000,-1.047940,-9.333482
-2.007129,3.0000,-14.732000,4.165000,1.253300,-0.043350,-0.725700,-7.912000,-0.734532,-8.892305
-1.919862,0.3000,-6.245000,6.506000,-37.459600,-0.052820,-0.365300,-7.915000,46.713249,-5.775415
-1.919862,0.5000,-6.407000,6.992000,-40.782700,-0.056340,-0.374400,-8.111000,29.094797,-6.445775
-1.919862,0.7000,-6.741000,7.935000,-80.419000,-0.064000,-0.389800,-8.446000,12.582153,-7.832333
