time,x,y,z,vx,vy,vz,phi,theta,psi,p,q,r,elevator,aileron,rudder,throttle,elevator_cmd,aileron_cmd,rudder_cmd,throttle_cmd,tvc_pitch,tvc_yaw,alpha,beta,mach,airspeed,altitude,mass,thrust,pitch_sp,roll_sp,heading_sp,altitude_sp,speed_sp,qbar,f16_aero_fx,f16_aero_fy,f16_aero_fz,f16_aero_mx,f16_aero_my,f16_aero_mz,f16_engine_fx,f16_engine_fy,f16_engine_fz,f16_engine_mx,f16_engine_my,f16_engine_mz
20.7,2756.8014,-875.58226,-3000.0594,69.585246,-133.58534,-0.011321669,-0.95903147,0.069955807,-1.1852031,0.0064044245,0.074412893,-0.052439315,-0.018087626,0.00073654782,0,0.29114439,-0.018095024,0.00073725846,-0,0.28061069,0,0,0.11755045,-0.0026517494,0.45839985,150.62254,3000.0594,9295.48,17077.592,nan,nan,3.4906585,3000,150,10314.132,2419.2421,450.2524,-156232.28,-37.495746,-118.91895,30.615261,17077.592,0,0,0,0,0
20.73,2758.8839,-879.59253,-3000.0597,69.219266,-133.77908,-0.011563235,-0.95903059,0.069949621,-1.1879401,0.0064084741,0.07435873,-0.052437257,-0.018093109,0.00073701719,0,0.29051172,-0.018103067,0.00073780269,-0,0.28003724,0,0,0.11753613,-0.0026522618,0.45840995,150.62586,3000.0597,9295.48,17042.437,nan,nan,3.4906585,3000,150,10314.586,2417.1982,450.4808,-156217.82,-37.552363,-112.14102,30.20118,17042.437,0,0,0,0,0
20.76,2760.9553,-883.6086,-3000.0601,68.852753,-133.97169,-0.011769244,-0.95902948,0.069942575,-1.1906758,0.0064122995,0.074307378,-0.052435349,-0.018100154,0.00073753156,0,0.28988266,-0.018112557,0.00073838648,-0,0.27946823,0,0,0.11752069,-0.0026527818,0.45841972,150.62907,3000.0601,9295.48,17007.293,nan,nan,3.4906585,3000,150,10315.025,2414.9944,450.70995,-156202.06,-37.617525,-104.66916,29.786349,17007.293,0,0,0,0,0
20.79,2763.0157,-887.63044,-3000.0604,68.485712,-134.16318,-0.011937433,-0.95902815,0.069934718,-1.1934103,0.0064166561,0.074259103,-0.052433558,-0.018108685,0.00072648766,0,0.28925723,-0.018123408,0.00062377002,-0,0.27890368,0,0,0.11750425,-0.0026533067,0.45842916,150.63217,3000.0604,9295.48,16972.164,nan,nan,3.4906585,3000,150,10315.45,2412.6475,450.73969,-156185.17,-33.293824,-96.563663,30.122619,16972.164,0,0,0,0,0
20.82,2765.0652,-891.658,-3000.0608,68.118147,-134.35354,-0.012062806,-0.95902603,0.06992612,-1.1961436,0.0064826952,0.074214117,-0.052429383,-0.01811867,0.00057098164,0,0.2886355,-0.018135777,0.00021959179,-0,0.27834363,0,0,0.11748691,-0.0026538155,0.45843829,150.63517,3000.0608,9295.48,16937.056,nan,nan,3.4906585,3000,150,10315.86,2410.1737,448.37125,-156167.3,24.112633,-87.857864,39.702702,16937.056,0,0,0,0,0
20.85,2767.1036,-895.69126,-3000.0612,67.750062,-134.54277,-0.012138455,-0.95901953,0.069916962,-1.1988756,0.0067286482,0.074172485,-0.052418007,-0.018130207,0.00030549172,0,0.28801751,-0.018149849,-0.00016891568,-0,0.2777881,0,0,0.11746881,-0.0026540739,0.4584471,150.63807,3000.0612,9295.48,16901.975,nan,nan,3.4906585,3000,150,10316.256,2407.587,444.33071,-156148.58,117.58828,-78.504085,56.163143,16901.975,0,0,0,0,0
20.88,2769.1309,-899.73018,-3000.0615,67.381461,-134.73086,-0.012162789,-0.95900231,0.06990753,-1.2016065,0.0072093949,0.074134148,-0.05239718,-0.018143265,-1.0689075e-05,0,0.28740331,-0.018165163,-0.00053577337,-0,0.27723713,0,0,0.1174501,-0.0026536093,0.45845559,150.64085,3000.0615,9295.48,16866.925,nan,nan,3.4906585,3000,150,10316.638,2404.9052,439.58477,-156129.15,222.58925,-68.518625,75.806759,16866.925,0,0,0,0,0
20.91,2771.1472,-903.77472,-3000.0619,67.012354,-134.91783,-0.012139179,-0.95896711,0.069898158,-1.2043359,0.0079356039,0.074098959,-0.052366367,-0.01815747,-0.00034362556,0,0.28679294,-0.018180741,-0.0008782945,-0,0.27669075,0,0,0.11743092,-0.0026518542,0.45846376,150.64354,3000.0619,9295.48,16831.913,nan,nan,3.4906585,3000,150,10317.005,2402.1543,434.55398,-156109.21,325.61235,-58.099118,96.729455,16831.913,0,0,0,0,0
20.94,2773.1524,-907.82486,-3000.0623,66.642749,-135.10366,-0.012075101,-0.95890668,0.069889201,-1.2070639,0.0088940515,0.074066662,-0.052325884,-0.018172078,-0.00067424397,0,0.28618645,-0.018195278,-0.001195716,-0,0.27614899,0,0,0.11741143,-0.0026482362,0.45847162,150.64612,3000.0623,9295.48,16796.944,nan,nan,3.4906585,3000,150,10317.358,2399.3683,429.35947,-156088.98,419.5821,-47.638724,118.04268,16796.944,0,0,0,0,0
20.97,2775.1465,-911.88056,-3000.0626,66.272659,-135.28834,-0.011981456,-0.95881441,0.069881013,-1.2097904,0.010059429,0.074036842,-0.052276413,-0.018186034,-0.0009921757,0,0.28558389,-0.018207285,-0.0014883889,-0,0.2756119,0,0,0.11739178,-0.0026422283,0.45847917,150.6486,3000.0626,9295.48,16762.022,nan,nan,3.4906585,3000,150,10317.698,2396.5867,423.96667,-156068.71,501.1473,-37.690576,139.4194,16762.022,0,0,0,0,0
21,2777.1295,-915.94178,-3000.063,65.902095,-135.47188,-0.011871988,-0.95868449,0.069873939,-1.2125152,0.011401159,0.074008889,-0.052218732,-0.018198065,-0.0012921435,0,0.28498529,-0.018215214,-0.0017572974,-0,0.27507953,0,0,0.11737208,-0.0026333759,0.4584864,150.65098,3000.063,9295.48,16727.152,nan,nan,3.4906585,3000,150,10318.023,2393.8517,418.26839,-156048.63,569.09648,-28.91438,160.82977,16727.152,0,0,0,0,0
21.03,2779.1013,-920.0085,-3000.0633,65.53107,-135.65427,-0.011762744,-0.95851208,0.069868305,-1.2152384,0.012887293,0.073981965,-0.052153573,-0.018206775,-0.0015718379,0,0.2843907,-0.018217543,-0.002003771,-0,0.27455191,0,0,0.11735247,-0.0026213094,0.45849332,150.65325,3000.0633,9295.48,16692.34,nan,nan,3.4906585,3000,150,10318.334,2391.2042,412.13243,-156028.94,623.42879,-22.021836,182.38789,16692.34,0,0,0,0,0
21.06,2781.0621,-924.08067,-3000.0637,65.159598,-135.8355,-0.011671584,-0.95829329,0.069864418,-1.2179596,0.014486687,0.073955001,-0.052081553,-0.018210735,-0.0018306662,0,0.28380018,-0.018212842,-0.0022293106,-0,0.27402909,0,0,0.11733302,-0.0026057489,0.45849993,150.65542,3000.0637,9295.48,16657.591,nan,nan,3.4906585,3000,150,10318.631,2388.6816,405.4284,-156009.81,664.80938,-17.728762,204.26393,16657.591,0,0,0,0,0
21.09,2783.0117,-928.15825,-3000.064,64.787692,-136.01556,-0.011617705,-0.95802512,0.06986256,-1.2206789,0.016170179,0.073926692,-0.052003143,-0.018208548,-0.0020690152,0,0.28321375,-0.018199816,-0.0024354827,-0,0.27351112,0,0,0.11731377,-0.002586504,0.45850623,150.65749,3000.064,9295.48,16622.908,nan,nan,3.4906585,3000,150,10318.914,2386.3147,398.04222,-155991.32,694.2501,-16.716832,226.63448,16622.908,0,0,0,0,0
21.12,2784.9501,-932.24123,-3000.0644,64.415368,-136.19446,-0.011621205,-0.95770542,0.069862983,-1.2233961,0.017911173,0.073895521,-0.051918672,-0.018198907,-0.0022878138,0,0.28263148,-0.018177329,-0.0026238543,-0,0.27299804,0,0,0.11729474,-0.0025634703,0.45851222,150.65946,3000.0644,9295.48,16588.298,nan,nan,3.4906585,3000,150,10319.183,2384.1262,389.88347,-155973.49,712.92263,-19.605217,249.65538,16588.298,0,0,0,0,0
21.15,2786.8773,-936.32955,-3000.0647,64.04264,-136.37219,-0.011702657,-0.95733282,0.069865911,-1.2261109,0.01968588,0.073859776,-0.051828333,-0.01818063,-0.0024882733,0,0.28205339,-0.018144424,-0.0027959512,-0,0.27248988,0,0,0.11727589,-0.0025366245,0.4585179,150.66132,3000.0647,9295.48,16553.764,nan,nan,3.4906585,3000,150,10319.438,2382.129,380.88848,-155956.25,722.04945,-26.931142,273.44782,16553.764,0,0,0,0,0
21.18,2788.7934,-940.42319,-3000.0651,63.669523,-136.54874,-0.011882726,-0.95690657,0.069871536,-1.2288232,0.02147336,0.073817585,-0.051732201,-0.018152689,-0.0026717321,0,0.28147954,-0.018100328,-0.0029532331,-0,0.27198669,0,0,0.11725711,-0.0025060183,0.45852327,150.66309,3000.0651,9295.48,16519.312,nan,nan,3.4906585,3000,150,10319.679,2380.3257,371.02095,-155939.43,722.84067,-39.137869,298.09213,16519.312,0,0,0,0,0
21.21,2790.6982,-944.52211,-3000.0654,63.296034,-136.7241,-0.012181802,-0.95642656,0.069880016,-1.2315326,0.023255449,0.073766952,-0.051630252,-0.018114219,-0.0028395624,0,0.28090997,-0.018044451,-0.0030970772,-0,0.27148848,0,0,0.11723826,-0.002471772,0.45852834,150.66475,3000.0654,9295.48,16484.945,nan,nan,3.4906585,3000,150,10319.907,2378.7073,360.27112,-155922.78,716.45795,-56.568535,323.62624,16484.945,0,0,0,0,0
21.24,2792.5919,-948.62628,-3000.0658,62.922189,-136.89827,-0.012619669,-0.95589314,0.069891474,-1.2342389,0.025016619,0.073705785,-0.051522387,-0.018064531,-0.0029931143,0,0.28034473,-0.017976386,-0.0032287678,-0,0.27099528,0,0,0.11721913,-0.0024340675,0.4585331,150.66632,3000.0658,9295.48,16450.668,nan,nan,3.4906585,3000,150,10320.121,2377.2538,348.65412,-155905.97,703.99461,-79.464411,350.04667,16450.668,0,0,0,0,0
21.27,2794.4743,-952.73565,-3000.0662,62.548007,-137.07125,-0.013215206,-0.95530712,0.069905997,-1.2369416,0.026743807,0.073631943,-0.05140845,-0.018003113,-0.0031336817,0,0.27978384,-0.017895898,-0.003349491,-0,0.27050711,0,0,0.11719947,-0.0023931411,0.45853757,150.66778,3000.0662,9295.48,16416.486,nan,nan,3.4906585,3000,150,10320.322,2375.9339,336.20786,-155888.55,686.46528,-107.96638,377.31108,16416.486,0,0,0,0,0
21.3,2796.3455,-956.8502,-3000.0666,62.173506,-137.24303,-0.013986114,-0.95466965,0.069923634,-1.2396402,0.028426219,0.073543263,-0.051288247,-0.017929623,-0.0032624819,0,0.27922735,-0.01780292,-0.0034603315,-0,0.27002394,0,0,0.11717894,-0.0023492769,0.45854174,150.66915,3000.0666,9295.48,16382.403,nan,nan,3.4906585,3000,150,10320.509,2374.7051,322.99063,-155870.02,664.80136,-142.11863,405.3418,16382.403,0,0,0,0,0
21.33,2798.2055,-960.96988,-3000.067,61.798706,-137.4136,-0.014948672,-0.95398218,0.069944398,-1.2423344,0.030055138,0.073437598,-0.051161567,-0.017843887,-0.0033806445,0,0.2786753,-0.01769754,-0.0035622722,-0,0.26954578,0,0,0.11715717,-0.0023027999,0.45854561,150.67042,3000.067,9295.48,16348.424,nan,nan,3.4906585,3000,150,10320.682,2373.5148,309.07863,-155849.79,639.85001,-181.87385,434.0296,16348.424,0,0,0,0,0
21.36,2800.0542,-965.09466,-3000.0675,61.423629,-137.58295,-0.016117534,-0.95324637,0.069968265,-1.2450235,0.031623726,0.073312848,-0.051028198,-0.017745892,-0.0034892046,0,0.27812772,-0.017579994,-0.003656195,-0,0.26907259,0,0,0.11713373,-0.002254069,0.45854919,150.6716,3000.0675,9295.48,16314.552,nan,nan,3.4906585,3000,150,10320.843,2372.3001,294.56352,-155827.19,612.37532,-227.09939,463.23786,16314.552,0,0,0,0,0
21.39,2801.8916,-969.22451,-3000.068,61.048299,-137.75109,-0.01750554,-0.95246408,0.06999517,-1.2477069,0.033126829,0.073166992,-0.050887941,-0.017635776,-0.0035891007,0,0.27758463,-0.017450655,-0.0037428827,-0,0.26860432,0,0,0.11710814,-0.002203471,0.45855249,150.67268,3000.068,9295.48,16280.791,nan,nan,3.4906585,3000,150,10320.991,2370.9892,279.54989,-155801.5,583.06079,-277.58387,492.80669,16280.791,0,0,0,0,0
21.42,2803.7178,-973.35938,-3000.0686,60.67274,-137.918,-0.019123566,-0.95163729,0.070025015,-1.2503839,0.034560799,0.072998112,-0.05074062,-0.017513816,-0.0036811745,0,0.27704606,-0.017310021,-0.0038230229,-0,0.26814091,0,0,0.11707987,-0.0021514141,0.45855551,150.67368,3000.0686,9295.48,16247.146,nan,nan,3.4906585,3000,150,10321.126,2369.5022,264.15291,-155771.95,552.51266,-333.04418,522.55701,16247.146,0,0,0,0,0
21.45,2805.5328,-977.49924,-3000.0692,60.296978,-138.08368,-0.020980397,-0.95076807,0.070057664,-1.2530539,0.035923307,0.072804419,-0.050586099,-0.017380426,-0.0037661722,0,0.27651203,-0.017158707,-0.0038972115,-0,0.26768227,0,0,0.11704836,-0.002098322,0.45855827,150.67458,3000.0692,9295.48,16213.621,nan,nan,3.4906585,3000,150,10321.249,2367.7515,248.49597,-155737.7,521.26376,-393.13246,552.29458,16213.621,0,0,0,0,0
21.48,2807.3364,-981.64406,-3000.0698,59.921043,-138.24812,-0.02308263,-0.94985853,0.070092945,-1.255716,0.037213188,0.072584277,-0.050424289,-0.017236137,-0.003844748,0,0.27598254,-0.016997434,-0.0039659575,-0,0.26722831,0,0,0.11701299,-0.0020446284,0.45856075,150.67539,3000.0698,9295.48,16180.219,nan,nan,3.4906585,3000,150,10321.36,2365.6435,232.70854,-155697.91,489.77764,-457.44313,581.81381,16180.219,0,0,0,0,0
21.51,2809.1288,-985.79379,-3000.0705,59.544965,-138.41131,-0.025434593,-0.9489108,0.070130652,-1.2583695,0.038430273,0.072336222,-0.050255152,-0.017081595,-0.0039174676,0,0.2754576,-0.016827019,-0.0040296885,-0,0.26677889,0,0,0.11697314,-0.0019907716,0.45856299,150.67613,3000.0705,9295.48,16146.945,nan,nan,3.4906585,3000,150,10321.46,2363.0791,216.92403,-155651.68,458.45298,-525.51974,610.90144,16146.945,0,0,0,0,0
21.54,2810.9098,-989.9484,-3000.0713,59.168776,-138.57326,-0.028038299,-0.94792702,0.070170546,-1.2610136,0.039575251,0.072058977,-0.050078713,-0.016917546,-0.0039848128,0,0.27493721,-0.016648363,-0.004088756,-0,0.26633386,0,0,0.11692814,-0.0019371895,0.45856498,150.67678,3000.0713,9295.48,16113.801,nan,nan,3.4906585,3000,150,10321.549,2359.9548,201.27782,-155598.1,427.62792,-596.86178,639.33998,16113.801,0,0,0,0,0
21.57,2812.6796,-994.10785,-3000.0722,58.792511,-138.73394,-0.030893416,-0.94690926,0.07021236,-1.2636474,0.040649528,0.071751471,-0.049895061,-0.01674483,-0.0040471869,0,0.27442135,-0.016462446,-0.0041434416,-0,0.26589306,0,0,0.11687731,-0.001884315,0.45856674,150.67736,3000.0722,9295.48,16080.792,nan,nan,3.4906585,3000,150,10321.627,2356.1643,185.90548,-155536.26,397.58457,-670.93127,666.91099,16080.792,0,0,0,0,0
21.6,2814.4381,-998.2721,-3000.0732,58.416207,-138.89335,-0.033997261,-0.94585957,0.070255793,-1.26627,0.041655104,0.071412848,-0.049704354,-0.016564367,-0.0041049202,0,0.27391,-0.016270309,-0.004193963,-0,0.26545629,0,0,0.11681996,-0.0018325717,0.45856827,150.67786,3000.0732,9295.48,16047.921,nan,nan,3.4906585,3000,150,10321.695,2351.5988,170.94101,-155465.24,368.55339,-747.15917,693.39807,16047.921,0,0,0,0,0
21.63,2816.1854,-1002.4411,-3000.0743,58.039902,-139.05149,-0.037344812,-0.94477992,0.07030052,-1.2688805,0.042594455,0.07104248,-0.049506819,-0.016377148,-0.0041582757,0,0.27340312,-0.016073053,-0.0042404804,-0,0.26502334,0,0,0.1167554,-0.0017823699,0.45856961,150.6783,3000.0743,9295.48,16015.19,nan,nan,3.4906585,3000,150,10321.753,2346.1488,156.5153,-155384.14,340.71754,-824.9517,718.58969,16015.19,0,0,0,0,0
21.66,2817.9213,-1006.6149,-3000.0754,57.663637,-139.20835,-0.040928742,-0.94367219,0.070346193,-1.2714781,0.043470432,0.070639973,-0.049302753,-0.016184227,-0.0042074555,0,0.27290066,-0.015871822,-0.0042831028,-0,0.26459395,0,0,0.11668293,-0.001734103,0.45857074,150.67867,3000.0754,9295.48,15982.605,nan,nan,3.4906585,3000,150,10321.803,2339.7046,142.75469,-155292.07,314.21708,-903.69638,742.28169,15982.605,0,0,0,0,0
21.69,2819.6459,-1010.7933,-3000.0767,57.287456,-139.36391,-0.044739473,-0.94253817,0.070392438,-1.2740618,0.044286162,0.070205172,-0.049092524,-0.015986709,-0.0042526069,0,0.27240258,-0.015667796,-0.0043218945,-0,0.26416786,0,0,0.11660187,-0.0016881445,0.4585717,150.67898,3000.0767,9295.48,15950.166,nan,nan,3.4906585,3000,150,10321.844,2332.1581,129.77973,-155188.17,289.15313,-982.768,764.27961,15950.166,0,0,0,0,0
21.72,2821.3593,-1014.9764,-3000.0781,56.911403,-139.51818,-0.04876524,-0.94137957,0.070438867,-1.2766307,0.045044964,0.069738168,-0.048876569,-0.015785742,-0.0042938285,0,0.27190879,-0.015462184,-0.004356881,-0,0.2637448,0,0,0.11651154,-0.0016448447,0.4585725,150.67924,3000.0781,9295.48,15917.877,nan,nan,3.4906585,3000,150,10321.879,2323.4032,117.70397,-155071.62,265.59182,-1061.5343,784.40078,15917.877,0,0,0,0,0
21.75,2823.0614,-1019.1641,-3000.0796,56.535525,-139.67115,-0.052992179,-0.94019798,0.070485072,-1.279184,0.045750272,0.069239294,-0.048655387,-0.015582506,-0.0043311767,0,0.27141921,-0.015256209,-0.0043880556,-0,0.26332443,0,0,0.1164113,-0.0016045286,0.45857316,150.67945,3000.0796,9295.48,15885.74,nan,nan,3.4906585,3000,150,10321.906,2313.3369,106.63297,-154941.65,243.56813,-1139.3617,802.47609,15885.74,0,0,0,0,0
21.78,2824.7522,-1023.3563,-3000.0813,56.15987,-139.8228,-0.057404424,-0.9389949,0.070530633,-1.2817208,0.046405568,0.06870913,-0.048429542,-0.015378201,-0.0043646717,0,0.27093375,-0.015051101,-0.0044153852,-0,0.26290645,0,0,0.11630052,-0.0015674936,0.45857369,150.67962,3000.0813,9295.48,15853.758,nan,nan,3.4906585,3000,150,10321.928,2301.8608,96.663457,-154797.52,223.08952,-1215.6204,818.35163,15853.758,0,0,0,0,0
21.81,2826.4317,-1027.5531,-3000.0831,55.784488,-139.97313,-0.061984224,-0.93777171,0.070575121,-1.2842404,0.047014321,0.068148497,-0.048199656,-0.015174045,-0.0043943035,0,0.2704523,-0.014848091,-0.0044388161,-0,0.26249049,0,0,0.11617863,-0.0015340075,0.45857411,150.67976,3000.0831,9295.48,15821.933,nan,nan,3.4906585,3000,150,10321.944,2288.8815,87.882533,-154638.58,204.13946,-1289.6896,831.89003,15821.933,0,0,0,0,0
21.84,2828.1,-1031.7544,-3000.085,55.409431,-140.12213,-0.066712066,-0.9365297,0.070618101,-1.2867418,0.047579936,0.067558453,-0.047966401,-0.014971254,-0.0044200379,0,0.26997471,-0.014648395,-0.0044582796,-0,0.26207618,0,0,0.11604506,-0.0015043071,0.45857445,150.67987,3000.085,9295.48,15790.267,nan,nan,3.4906585,3000,150,10321.957,2274.3118,80.367098,-154464.21,186.68069,-1360.9626,842.97151,15790.267,0,0,0,0,0
21.87,2829.757,-1035.9601,-3000.0871,55.034751,-140.26981,-0.071566813,-0.93527007,0.070659133,-1.2892244,0.048105714,0.066940287,-0.047730499,-0.014771044,-0.0044418222,0,0.26950087,-0.014453214,-0.0044736973,-0,0.26166315,0,0,0.11589933,-0.0014785974,0.45857472,150.67995,3000.0871,9295.48,15758.76,nan,nan,3.4906585,3000,150,10321.966,2258.0715,74.183354,-154273.91,170.65837,-1428.8513,851.49489,15758.76,0,0,0,0,0
21.9,2831.4028,-1040.1703,-3000.0893,54.660503,-140.41614,-0.076525853,-0.9339939,0.070697779,-1.2916874,0.048594806,0.066295511,-0.047492712,-0.014574613,-0.0044595905,0,0.2690306,-0.014263715,-0.0044849859,-0,0.26125098,0,0,0.11574098,-0.0014570502,0.45857494,150.68002,3000.0893,9295.48,15727.415,nan,nan,3.4906585,3000,150,10321.974,2240.0879,69.386443,-154067.21,156.00305,-1492.7907,857.37814,15727.415,0,0,0,0,0
21.93,2833.0374,-1044.3848,-3000.0916,54.28674,-140.56113,-0.081565257,-0.93270221,0.070733604,-1.2941303,0.049050194,0.065625849,-0.047253838,-0.014383137,-0.0044732684,0,0.26856373,-0.014081032,-0.004492062,-0,0.26083927,0,0,0.11556963,-0.0014398039,0.45857514,150.68008,3000.0916,9295.48,15696.232,nan,nan,3.4906585,3000,150,10321.98,2220.2972,66.020202,-153843.75,142.63338,-1552.2432,860.55895,15696.232,0,0,0,0,0
21.96,2834.6608,-1048.6036,-3000.0942,53.913518,-140.70476,-0.086659943,-0.93139591,0.07076618,-1.2965524,0.049474658,0.064933229,-0.047014703,-0.014197762,-0.0044827787,0,0.26810009,-0.013906255,-0.0044948461,-0,0.26042759,0,0,0.11538493,-0.0014269632,0.45857534,150.68014,3000.0942,9295.48,15665.212,nan,nan,3.4906585,3000,150,10321.985,2198.6443,64.117029,-153603.26,130.45869,-1606.7022,860.9949,15665.212,0,0,0,0,0
21.99,2836.273,-1052.8268,-3000.0968,53.540893,-140.84704,-0.091783849,-0.93007585,0.070795091,-1.2989532,0.049870764,0.064219765,-0.046776155,-0.014019593,-0.004488045,0,0.26763947,-0.013740419,-0.004493267,-0,0.26001551,0,0,0.11518663,-0.0014185993,0.45857555,150.68021,3000.0968,9295.48,15634.355,nan,nan,3.4906585,3000,150,10321.991,2175.084,63.697858,-153345.55,119.38141,-1655.6959,858.66362,15634.355,0,0,0,0,0
22.02,2837.874,-1057.0542,-3000.0997,53.16892,-140.98796,-0.096910114,-0.9287428,0.070819933,-1.3013324,0.050240845,0.063487749,-0.046539055,-0.013849688,-0.0044889961,0,0.26718165,-0.013584502,-0.0044872646,-0,0.25960259,0,0,0.11497452,-0.0014147498,0.45857581,150.68029,3000.0997,9295.48,15603.661,nan,nan,3.4906585,3000,150,10321.999,2149.5813,64.772227,-153070.54,109.2992,-1698.7907,853.56262,15603.661,0,0,0,0,0
22.05,2839.4639,-1061.2858,-3000.1026,52.797654,-141.12752,-0.10201126,-0.92739748,0.070840322,-1.3036894,0.050586999,0.062739629,-0.046304274,-0.013689052,-0.0044855699,0,0.26672642,-0.013439417,-0.0044767939,-0,0.25918839,0,0,0.11474847,-0.0014154196,0.45857613,150.68039,3000.1026,9295.48,15573.13,nan,nan,3.4906585,3000,150,10322.01,2122.1119,67.338445,-152778.23,100.10703,-1735.594,845.70905,15573.13,0,0,0,0,0
22.08,2841.0426,-1065.5215,-3000.1058,52.427153,-141.26571,-0.10705937,-0.92604054,0.070855891,-1.306024,0.050911083,0.061978,-0.046072683,-0.013538628,-0.0044777166,0,0.26627353,-0.013306004,-0.0044618267,-0,0.25877247,0,0,0.11450844,-0.0014205816,0.45857654,150.68052,3000.1058,9295.48,15542.76,nan,nan,3.4906585,3000,150,10322.024,2092.6623,71.383843,-152468.72,91.698976,-1765.7569,835.13927,15542.76,0,0,0,0,0
22.11,2842.6103,-1069.7614,-3000.109,52.057468,-141.40253,-0.11202629,-0.92467261,0.0708663,-1.308336,0.051214713,0.06120558,-0.045845147,-0.013399291,-0.0044654013,0,0.26582273,-0.013185027,-0.0044423548,-0,0.25835438,0,0,0.11425443,-0.0014301774,0.45857705,150.68068,3000.109,9295.48,15512.552,nan,nan,3.4906585,3000,150,10322.043,2061.2303,76.885106,-152142.23,83.969852,-1788.9765,821.90827,15512.552,0,0,0,0,0
22.14,2844.1668,-1074.0054,-3000.1125,51.688655,-141.53797,-0.11688381,-0.92329424,0.070871234,-1.3106253,0.051499267,0.060425196,-0.045622519,-0.013271844,-0.0044486073,0,0.26537376,-0.013077166,-0.0044183915,-0,0.25793368,0,0,0.11398656,-0.0014441191,0.45857769,150.68088,3000.1125,9295.48,15482.503,nan,nan,3.4906585,3000,150,10322.067,2027.8252,83.808673,-151799.06,76.816718,-1804.9979,806.08897,15482.503,0,0,0,0,0
22.17,2845.7123,-1078.2534,-3000.116,51.320766,-141.67205,-0.12160387,-0.92190598,0.070870406,-1.3128918,0.051765894,0.059639761,-0.045405631,-0.013157011,-0.0044273375,0,0.26492635,-0.012983015,-0.004389973,-0,0.25750996,0,0,0.11370499,-0.0014622898,0.45857848,150.68113,3000.116,9295.48,15452.611,nan,nan,3.4906585,3000,150,10322.098,1992.4676,92.111204,-151439.61,70.140162,-1813.6161,787.77141,15452.611,0,0,0,0,0
22.2,2847.2468,-1082.5054,-3000.1198,50.953852,-141.80475,-0.12615873,-0.92050835,0.070863564,-1.3151356,0.052015526,0.058852259,-0.045195291,-0.013055432,-0.0044016167,0,0.26448021,-0.012903079,-0.0043571599,-0,0.25708278,0,0,0.11340998,-0.0014845459,0.45857943,150.68144,3000.1198,9295.48,15422.874,nan,nan,3.4906585,3000,150,10322.136,1955.1898,101.74011,-151064.39,63.84543,-1814.6768,767.0618,15422.874,0,0,0,0,0
22.23,2848.7703,-1086.7614,-3000.1236,50.587962,-141.93607,-0.13052116,-0.91910183,0.070850486,-1.3173567,0.052248885,0.058065724,-0.044992277,-0.01296766,-0.0043714927,0,0.26403506,-0.012837767,-0.0043200379,-0,0.25665175,0,0,0.11310187,-0.001510718,0.45858057,150.68181,3000.1236,9295.48,15393.289,nan,nan,3.4906585,3000,150,10322.182,1916.0355,112.63411,-150674,57.843394,-1808.0777,744.08155,15393.289,0,0,0,0,0
22.26,2850.2828,-1091.0213,-3000.1276,50.223143,-142.06603,-0.13466463,-0.91768691,0.07083099,-1.3195555,0.052466502,0.057283215,-0.044797328,-0.012894156,-0.0043370372,0,0.2635906,-0.012787392,-0.0042787176,-0,0.25621647,0,0,0.11278105,-0.0015406133,0.45858192,150.68224,3000.1276,9295.48,15363.853,nan,nan,3.4906585,3000,150,10322.237,1875.0597,124.72389,-150269.13,52.051359,-1793.7688,718.96612,15363.853,0,0,0,0,0
22.29,2851.7844,-1095.2851,-3000.1317,49.859441,-142.19461,-0.13856348,-0.91626407,0.07080493,-1.3217322,0.052668732,0.056507802,-0.044611141,-0.012835288,-0.0042983469,0,0.26314654,-0.01275217,-0.0042333355,-0,0.25577656,0,0,0.11244801,-0.0015740168,0.45858348,150.68275,3000.1317,9295.48,15334.563,nan,nan,3.4906585,3000,150,10322.303,1832.3283,137.9327,-149850.57,46.393714,-1771.753,691.86388,15334.563,0,0,0,0,0
22.32,2853.2751,-1099.5527,-3000.1359,49.496898,-142.32183,-0.14219312,-0.91483378,0.070772201,-1.3238873,0.05285577,0.055742541,-0.044434368,-0.012791326,-0.0042555431,0,0.26270256,-0.012732213,-0.004184053,-0,0.25533167,0,0,0.11210331,-0.0016106938,0.45858529,150.68334,3000.1359,9295.48,15305.415,nan,nan,3.4906585,3000,150,10322.378,1787.9183,152.17708,-149419.19,40.802439,-1742.0858,662.93489,15305.415,0,0,0,0,0
22.35,2854.755,-1103.8242,-3000.1402,49.135553,-142.44769,-0.14553016,-0.91339651,0.070732736,-1.3260211,0.05302767,0.054990455,-0.044267609,-0.012762443,-0.0042087723,0,0.26225836,-0.012727537,-0.004131056,-0,0.25488147,0,0,0.11174758,-0.0016503916,0.45858734,150.684,3000.1402,9295.48,15276.404,nan,nan,3.4906585,3000,150,10322.465,1741.9167,167.36756,-148975.93,35.21747,-1704.8748,632.34963,15276.404,0,0,0,0,0
