time,x,y,z,vx,vy,vz,phi,theta,psi,p,q,r,elevator,aileron,rudder,throttle,elevator_cmd,aileron_cmd,rudder_cmd,throttle_cmd,tvc_pitch,tvc_yaw,alpha,beta,mach,airspeed,altitude,mass,thrust,pitch_sp,roll_sp,heading_sp,altitude_sp,speed_sp,qbar,rocket_table_aero_fx,rocket_table_aero_fy,rocket_table_aero_fz,rocket_table_aero_mx,rocket_table_aero_my,rocket_table_aero_mz,tabulated_thrust_fx,tabulated_thrust_fy,tabulated_thrust_fz,tabulated_thrust_mx,tabulated_thrust_my,tabulated_thrust_mz
7.44,45.053269,-70.497592,-1848.878,7.0272058,-10.904129,-250.18092,-1.3239305,1.5177314,-1.325362,2.9338278e-18,-0.0034154632,-0.0020424382,0.019685169,-5.9239519e-20,-0.00010173269,0.99999967,0.019745901,-5.8676556e-20,-0.00010212191,1,0,0,-0.0047957629,-6.4464707e-05,0.75203668,250.52169,1848.878,59.5,0,1.3962634,0,0,nan,nan,32068.623,-1352.3184,-0.48242164,42.482998,-1.241601e-18,-0.25316635,-0.091507308,0,0,0,0,0,0
7.48,45.334678,-70.932878,-1858.8606,7.0440987,-10.85792,-248.88563,-1.3218074,1.5176183,-1.3232359,2.8937734e-18,-0.0034452143,-0.0020535846,0.019771859,-5.843951e-20,-0.00010228752,0.99999969,0.0198325,-5.7875468e-20,-0.00010267923,1,0,0,-0.0048229476,-6.4914036e-05,0.7482348,249.22592,1858.8606,59.5,0,1.3962634,0,0,nan,nan,31706.037,-1336.7475,-0.44815721,42.627369,-1.2172753e-18,-0.24656607,-0.096614741,0,0,0,0,0,0
7.52,45.616764,-71.366323,-1868.7916,7.0610974,-10.81215,-247.60072,-1.319674,1.5175043,-1.3210994,2.8558973e-18,-0.0034744069,-0.0020654368,0.019858416,-5.7665286e-20,-0.00010286087,0.99999972,0.019918957,-5.7117945e-20,-0.00010327184,1,0,0,-0.0048500823,-6.5368192e-05,0.74446281,247.94055,1868.7916,59.5,0,1.3962634,0,0,nan,nan,31348.639,-1321.4035,-0.41454568,42.762846,-1.1941298e-18,-0.24420645,-0.10216767,0,0,0,0,0,0
7.56,45.899533,-71.797947,-1878.6714,7.078196,-10.766813,-246.32605,-1.3175309,1.5173893,-1.3189533,2.819485e-18,-0.0035035105,-0.0020777237,0.01994482,-5.6898971e-20,-0.00010346051,0.99999974,0.020005247,-5.6389701e-20,-0.00010388619,1,0,0,-0.0048771682,-6.5808638e-05,0.74072026,246.66543,1878.6714,59.5,0,1.3962634,0,0,nan,nan,30996.331,-1306.2819,-0.38328356,42.890097,-1.1718477e-18,-0.24461852,-0.1034251,0,0,0,0,0,0
7.6,46.182987,-72.227764,-1888.5003,7.0953892,-10.721904,-245.06146,-1.3153783,1.5172732,-1.3167976,2.7830952e-18,-0.0035326455,-0.0020899512,0.020031055,-5.6155936e-20,-0.00010407083,0.99999976,0.020091362,-5.5661904e-20,-0.00010449756,1,0,0,-0.0049042168,-6.6236253e-05,0.73700675,245.4004,1888.5003,59.5,0,1.3962634,0,0,nan,nan,30649.016,-1291.3784,-0.35394225,43.010587,-1.1498191e-18,-0.24419454,-0.10159475,0,0,0,0,0,0
7.64,46.46713,-72.655794,-1898.2789,7.1126727,-10.677419,-243.80681,-1.3132164,1.5171561,-1.3146326,2.743898e-18,-0.0035616016,-0.0021019662,0.020117121,-5.5407883e-20,-0.00010467663,0.99999978,0.020177312,-5.487796e-20,-0.00010509831,1,0,0,-0.0049312342,-6.6663603e-05,0.73332184,244.14533,1898.2789,59.5,0,1.3962634,0,0,nan,nan,30306.599,-1276.6888,-0.32515287,43.124999,-1.1268782e-18,-0.24154633,-0.10044972,0,0,0,0,0,0
7.68,46.751967,-73.082052,-1908.0075,7.1300421,-10.63335,-242.56196,-1.3110455,1.517038,-1.3124586,2.7054237e-18,-0.0035901715,-0.0021139821,0.020203025,-5.4654797e-20,-0.00010527781,0.99999979,0.020263106,-5.4108475e-20,-0.0001056991,1,0,0,-0.0049582168,-6.7098625e-05,0.72966513,242.90007,1908.0075,59.5,0,1.3962634,0,0,nan,nan,29968.988,-1262.2091,-0.29625449,43.233024,-1.1044836e-18,-0.23800192,-0.10173779,0,0,0,0,0,0
7.72,47.0375,-73.506555,-1917.6865,7.1474929,-10.589693,-241.32676,-1.3088662,1.5169189,-1.3102761,2.6683728e-18,-0.0036183547,-0.0021262416,0.020288773,-5.3900835e-20,-0.00010588407,0.99999981,0.020348744,-5.3367456e-20,-0.00010631208,1,0,0,-0.0049851581,-6.7538663e-05,0.72603622,241.66447,1917.6865,59.5,0,1.3962634,0,0,nan,nan,29636.092,-1247.9353,-0.26764511,43.33419,-1.082911e-18,-0.23528941,-0.10425668,0,0,0,0,0,0
7.76,47.323733,-73.92932,-1927.3162,7.1650204,-10.546441,-240.10109,-1.3066788,1.5167988,-1.3080856,2.6334318e-18,-0.003646285,-0.0021387762,0.02037436,-5.3165467e-20,-0.00010650216,0.99999982,0.020434217,-5.2668635e-20,-0.00010693881,1,0,0,-0.0050120553,-6.7976769e-05,0.72243472,240.43842,1927.3162,59.5,0,1.3962634,0,0,nan,nan,29307.825,-1233.8634,-0.23999682,43.428516,-1.0624239e-18,-0.23373714,-0.10607614,0,0,0,0,0,0
7.8,47.610668,-74.350362,-1936.8971,7.18262,-10.503589,-238.88479,-1.3044838,1.5166777,-1.3058873,2.5977312e-18,-0.0036740583,-0.0021514522,0.02045978,-5.2465461e-20,-0.00010713053,0.99999984,0.020519517,-5.1954625e-20,-0.00010757261,1,0,0,-0.0050389105,-6.8409806e-05,0.71886024,239.22176,1936.8971,59.5,0,1.3962634,0,0,nan,nan,28984.1,-1219.9897,-0.21350704,43.51645,-1.0418534e-18,-0.23249468,-0.10661499,0,0,0,0,0,0
7.84,47.898308,-74.769698,-1946.4296,7.2002876,-10.461133,-237.67776,-1.3022814,1.5165555,-1.3036817,2.5598906e-18,-0.0037016608,-0.0021641547,0.020545029,-5.1730585e-20,-0.00010776376,0.99999985,0.020604646,-5.1197813e-20,-0.00010820773,1,0,0,-0.0050657265,-6.8840086e-05,0.71531241,238.01436,1946.4296,59.5,0,1.3962634,0,0,nan,nan,28664.833,-1206.3105,-0.1878709,43.59842,-1.0206513e-18,-0.23077384,-0.10668903,0,0,0,0,0,0
7.88,48.186656,-75.187342,-1955.9139,7.2180191,-10.419067,-236.47984,-1.300072,1.5164322,-1.301469,2.5262568e-18,-0.0037290268,-0.0021768875,0.020630107,-5.1000687e-20,-0.00010839895,0.99999986,0.020689604,-5.0525136e-20,-0.00010884437,1,0,0,-0.0050925035,-6.927137e-05,0.71179084,236.81611,1955.9139,59.5,0,1.3962634,0,0,nan,nan,28349.942,-1192.822,-0.16272749,43.674577,-1.0013457e-18,-0.2285548,-0.10725284,0,0,0,0,0,0
7.92,48.475715,-75.603312,-1965.3505,7.2358107,-10.377386,-235.29092,-1.2978558,1.5163079,-1.2992496,2.4932332e-18,-0.0037561221,-0.0021897275,0.020715015,-5.0334622e-20,-0.00010903755,0.99999987,0.020774394,-4.9864665e-20,-0.00010948638,1,0,0,-0.0051192396,-6.9704949e-05,0.70829518,235.62686,1965.3505,59.5,0,1.3962634,0,0,nan,nan,28039.347,-1179.5209,-0.13799277,43.744885,-9.8248693e-19,-0.22631463,-0.10847982,0,0,0,0,0,0
7.96,48.765486,-76.017621,-1974.7397,7.2536584,-10.336084,-234.11088,-1.2956334,1.5161825,-1.2970238,2.4622336e-18,-0.0037829679,-0.0022027299,0.020799752,-4.9676232e-20,-0.00010968249,0.99999988,0.020859011,-4.9244673e-20,-0.0001101365,1,0,0,-0.0051459327,-7.0139363e-05,0.70482507,234.4465,1974.7397,59.5,0,1.3962634,0,0,nan,nan,27732.971,-1166.4037,-0.1138198,43.809346,-9.6462208e-19,-0.22440665,-0.10988792,0,0,0,0,0,0
8,49.055972,-76.430286,-1984.0818,7.2715583,-10.295158,-232.93958,-1.2934049,1.5160561,-1.294792,2.433213e-18,-0.0038096048,-0.0022158864,0.020884316,-4.9065473e-20,-0.00011033508,0.99999989,0.020943452,-4.866426e-20,-0.00011079432,1,0,0,-0.0051725825,-7.0572699e-05,0.70138016,233.2749,1984.0818,59.5,0,1.3962634,0,0,nan,nan,27430.737,-1153.4668,-0.090361683,43.868101,-9.4771719e-19,-0.22278789,-0.11100663,0,0,0,0,0,0
8.04,49.347175,-76.84132,-1993.3773,7.2895066,-10.254603,-231.77692,-1.2911708,1.5159286,-1.2925546,2.4012231e-18,-0.0038360534,-0.0022291555,0.020968704,-4.8456679e-20,-0.00011099439,0.9999999,0.021027716,-4.8024462e-20,-0.00011145778,1,0,0,-0.0051991893,-7.1004486e-05,0.6979601,232.11195,1993.3773,59.5,0,1.3962634,0,0,nan,nan,27132.57,-1140.7072,-0.067621623,43.921365,-9.2984031e-19,-0.22120463,-0.11178961,0,0,0,0,0,0
8.08,49.639097,-77.25074,-2002.6264,7.3074998,-10.214413,-230.62276,-1.2889314,1.5158001,-1.2903118,2.3726188e-18,-0.0038623068,-0.0022425109,0.021052914,-4.7852183e-20,-0.00011165888,0.99999991,0.021111801,-4.7452375e-20,-0.00011212555,1,0,0,-0.0052257536,-7.143565e-05,0.69456456,230.95752,2002.6264,59.5,0,1.3962634,0,0,nan,nan,26838.397,-1128.1215,-0.045489924,43.969319,-9.1345567e-19,-0.21949459,-0.1125039,0,0,0,0,0,0
8.12,49.93174,-77.658558,-2011.8295,7.3255344,-10.174584,-229.477,-1.286687,1.5156704,-1.288064,2.3431312e-18,-0.0038883503,-0.0022559596,0.021136945,-4.7271381e-20,-0.00011232799,0.99999991,0.021195707,-4.6862625e-20,-0.00011279798,1,0,0,-0.0052522748,-7.1867264e-05,0.69119319,229.8115,2011.8295,59.5,0,1.3962634,0,0,nan,nan,26548.148,-1115.7066,-0.023866168,44.01207,-8.9690437e-19,-0.21769472,-0.11338652,0,0,0,0,0,0
8.16,50.225105,-78.06479,-2020.9869,7.3436069,-10.135111,-228.33953,-1.2844379,1.5155397,-1.2858114,2.3134755e-18,-0.0039141805,-0.0022695247,0.021220796,-4.6681056e-20,-0.00011300229,0.99999992,0.021279432,-4.6269511e-20,-0.00011347623,1,0,0,-0.0052787522,-7.2299602e-05,0.68784569,228.67377,2020.9869,59.5,0,1.3962634,0,0,nan,nan,26261.751,-1103.4595,-0.002729518,44.049686,-8.8046217e-19,-0.21593518,-0.11445138,0,0,0,0,0,0
8.2,50.519193,-78.46945,-2030.099,7.3617141,-10.095991,-227.21022,-1.2821844,1.5154078,-1.2835545,2.2850486e-18,-0.0039398075,-0.0022832205,0.021304466,-4.6103771e-20,-0.00011368265,0.99999993,0.021362975,-4.5700972e-20,-0.00011416102,1,0,0,-0.0053051849,-7.2732207e-05,0.68452171,227.54423,2030.099,59.5,0,1.3962634,0,0,nan,nan,25979.141,-1091.3771,0.017883981,44.082252,-8.6465661e-19,-0.21429268,-0.11555647,0,0,0,0,0,0
8.24,50.814006,-78.872552,-2039.1661,7.3798525,-10.057218,-226.08898,-1.2799269,1.5152749,-1.2812935,2.2564325e-18,-0.0039652448,-0.0022970439,0.021387953,-4.5526927e-20,-0.00011436939,0.99999993,0.021446333,-4.5128649e-20,-0.00011485219,1,0,0,-0.0053315725,-7.3164558e-05,0.68122096,226.42276,2039.1661,59.5,0,1.3962634,0,0,nan,nan,25700.249,-1079.4564,0.037943699,44.109885,-8.4894408e-19,-0.21274435,-0.11657887,0,0,0,0,0,0
8.28,51.109545,-79.27411,-2048.1885,7.3980192,-10.018788,-224.97568,-1.2776656,1.5151408,-1.2790287,2.2332282e-18,-0.0039904997,-0.0023109835,0.021471255,-4.5014654e-20,-0.00011506224,0.99999994,0.021529505,-4.4664565e-20,-0.00011554918,1,0,0,-0.0053579148,-7.3596565e-05,0.67794312,225.30925,2048.1885,59.5,0,1.3962634,0,0,nan,nan,25425.01,-1067.6947,0.057459496,44.132718,-8.3541903e-19,-0.21122304,-0.11751096,0,0,0,0,0,0
8.32,51.405811,-79.674136,-2057.1665,7.4162108,-9.9806973,-223.87024,-1.2754009,1.5150057,-1.2767605,2.207658e-18,-0.0040155729,-0.0023250324,0.021554371,-4.4509741e-20,-0.00011576079,0.99999994,0.02161249,-4.4153161e-20,-0.00011625162,1,0,0,-0.0053842118,-7.4028526e-05,0.67468788,224.20361,2057.1665,59.5,0,1.3962634,0,0,nan,nan,25153.362,-1056.0891,0.076470334,44.150868,-8.2115184e-19,-0.20968924,-0.11842654,0,0,0,0,0,0
8.36,51.702806,-80.072646,-2066.1004,7.4344245,-9.9429414,-222.77254,-1.2731331,1.5148694,-1.2744891,2.1804466e-18,-0.004040463,-0.0023391927,0.021637299,-4.397877e-20,-0.00011646489,0.99999995,0.021695286,-4.3608933e-20,-0.00011695964,1,0,0,-0.0054104628,-7.446079e-05,0.67145495,223.10572,2066.1004,59.5,0,1.3962634,0,0,nan,nan,24885.241,-1044.6369,0.09501271,44.164436,-8.0642385e-19,-0.20815343,-0.11939207,0,0,0,0,0,0
8.4,52.000529,-80.469651,-2074.9906,7.4526573,-9.9055163,-221.68247,-1.2708623,1.514732,-1.2722148,2.1572191e-18,-0.0040651716,-0.0023534716,0.021720037,-4.3476247e-20,-0.00011717473,0.99999995,0.021777891,-4.3144382e-20,-0.00011767358,1,0,0,-0.0054366674,-7.4893479e-05,0.66824404,222.01549,2074.9906,59.5,0,1.3962634,0,0,nan,nan,24620.588,-1033.3353,0.113102,44.173508,-7.9331219e-19,-0.20664905,-0.12041533,0,0,0,0,0,0
8.44,52.298982,-80.865166,-2083.8373,7.4709063,-9.8684179,-220.59995,-1.2685891,1.5145935,-1.2699379,2.132305e-18,-0.0040897039,-0.002367874,0.021802585,-4.298684e-20,-0.00011789057,0.99999996,0.021860305,-4.2646099e-20,-0.0001183937,1,0,0,-0.0054628251,-7.5326499e-05,0.66505485,220.93281,2083.8373,59.5,0,1.3962634,0,0,nan,nan,24359.342,-1022.1818,0.13073718,44.178174,-7.7971667e-19,-0.20519665,-0.12145966,0,0,0,0,0,0
8.48,52.598165,-81.259203,-2092.6408,7.4891687,-9.8316421,-219.52488,-1.2663135,1.5144538,-1.2676588,2.1092357e-18,-0.004114066,-0.0023824001,0.021884941,-4.2507102e-20,-0.00011861256,0.99999996,0.021942525,-4.2184713e-20,-0.00011912,1,0,0,-0.0054889354,-7.5759717e-05,0.66188711,219.85758,2092.6408,59.5,0,1.3962634,0,0,nan,nan,24101.445,-1011.1738,0.14791668,44.178531,-7.6693013e-19,-0.20379166,-0.12248865,0,0,0,0,0,0
8.52,52.898079,-81.651775,-2101.4015,7.5074419,-9.7951852,-218.45714,-1.264036,1.514313,-1.2653776,2.085177e-18,-0.0041382627,-0.0023970474,0.021967102,-4.2029317e-20,-0.00011934068,0.99999996,0.022024551,-4.170354e-20,-0.00011985237,1,0,0,-0.005514998,-7.6193108e-05,0.65874053,218.78971,2101.4015,59.5,0,1.3962634,0,0,nan,nan,23846.84,-1000.3088,0.16464888,44.174678,-7.5391486e-19,-0.20241674,-0.12349494,0,0,0,0,0,0
8.56,53.198724,-82.042894,-2110.1196,7.5257231,-9.7590433,-217.39666,-1.2617567,1.5141711,-1.2630947,2.0601293e-18,-0.0041622966,-0.0024118141,0.022049068,-4.1545158e-20,-0.00012007482,0.99999996,0.022106379,-4.1202585e-20,-0.00012059071,1,0,0,-0.0055410125,-7.6626769e-05,0.65561485,217.7291,2110.1196,59.5,0,1.3962634,0,0,nan,nan,23595.471,-989.58427,0.18095086,44.16671,-7.4067542e-19,-0.20105975,-0.1244962,0,0,0,0,0,0
8.6,53.500101,-82.432574,-2118.7955,7.5440097,-9.7232126,-216.34333,-1.259476,1.514028,-1.2608104,2.0397172e-18,-0.0041861699,-0.0024267008,0.022130837,-4.1096019e-20,-0.00012081495,0.99999997,0.02218801,-4.0794345e-20,-0.00012133504,1,0,0,-0.0055669785,-7.7060834e-05,0.65250978,216.67566,2118.7955,59.5,0,1.3962634,0,0,nan,nan,23347.285,-978.9979,0.19684058,44.154715,-7.2922717e-19,-0.19972116,-0.12551303,0,0,0,0,0,0
8.64,53.802208,-82.820827,-2127.4293,7.5622993,-9.6876894,-215.29707,-1.2571942,1.5138838,-1.2585248,2.0147593e-18,-0.0042098851,-0.0024417099,0.022212408,-4.0635044e-20,-0.00012156113,0.99999997,0.022269441,-4.0295186e-20,-0.00012208549,1,0,0,-0.0055928955,-7.7495389e-05,0.64942508,215.6293,2127.4293,59.5,0,1.3962634,0,0,nan,nan,23102.226,-968.5473,0.21233091,44.138777,-7.162765e-19,-0.19840894,-0.12655227,0,0,0,0,0,0
8.68,54.105048,-83.207664,-2136.0214,7.5805893,-9.65247,-214.25778,-1.2549114,1.5137383,-1.2562383,1.9916232e-18,-0.0042334459,-0.0024568437,0.022293778,-4.0159682e-20,-0.00012231347,0.99999997,0.022350671,-3.9832465e-20,-0.00012284218,1,0,0,-0.0056187632,-7.7930446e-05,0.64636047,214.58992,2136.0214,59.5,0,1.3962634,0,0,nan,nan,22860.244,-958.23019,0.22742933,44.118979,-7.0410033e-19,-0.19712951,-0.12760663,0,0,0,0,0,0
8.72,54.408619,-83.593099,-2144.5721,7.5988774,-9.6175508,-213.22537,-1.252628,1.5135918,-1.2539512,1.9723818e-18,-0.0042568561,-0.0024721034,0.022374947,-3.9746507e-20,-0.00012307207,0.99999997,0.022431698,-3.9447637e-20,-0.00012360517,1,0,0,-0.0056445809,-7.8365991e-05,0.64331571,213.55744,2144.5721,59.5,0,1.3962634,0,0,nan,nan,22621.287,-948.0443,0.24214166,44.095401,-6.9341507e-19,-0.19588314,-0.12866505,0,0,0,0,0,0
8.76,54.712922,-83.977142,-2153.0816,7.6171612,-9.5829283,-212.19977,-1.2503442,1.513444,-1.2516637,1.9492865e-18,-0.0042801196,-0.0024874892,0.022455913,-3.9296486e-20,-0.00012383695,0.99999998,0.022512522,-3.898573e-20,-0.00012437446,1,0,0,-0.0056703484,-7.8802029e-05,0.64029054,212.53177,2153.0816,59.5,0,1.3962634,0,0,nan,nan,22385.305,-937.98743,0.25647547,44.068128,-6.814875e-19,-0.19466564,-0.1297224,0,0,0,0,0,0
8.8,55.017955,-84.359806,-2161.5502,7.6354384,-9.548599,-211.18087,-1.2480603,1.5132951,-1.249376,1.9286835e-18,-0.0043032394,-0.002503001,0.022536675,-3.8859472e-20,-0.00012460813,0.99999998,0.022593139,-3.857367e-20,-0.00012515005,1,0,0,-0.0056960652,-7.9238603e-05,0.63728472,211.51283,2161.5502,59.5,0,1.3962634,0,0,nan,nan,22152.248,-928.05743,0.27044091,44.037238,-6.7054519e-19,-0.19347288,-0.13078139,0,0,0,0,0,0
8.84,55.32372,-84.741102,-2169.9782,7.6537069,-9.5145595,-210.1686,-1.2457765,1.513145,-1.2470884,1.9091381e-18,-0.0043262186,-0.0025186392,0.02261723,-3.8452003e-20,-0.00012538562,0.99999998,0.022673549,-3.8182762e-20,-0.00012593196,1,0,0,-0.0057217309,-7.9675778e-05,0.63429799,210.50052,2169.9782,59.5,0,1.3962634,0,0,nan,nan,21922.069,-918.25219,0.28404911,44.002809,-6.6007633e-19,-0.19230358,-0.1318481,0,0,0,0,0,0
8.88,55.630215,-85.121042,-2178.3658,7.6719644,-9.4808064,-209.16288,-1.2434931,1.5129937,-1.2448012,1.8927301e-18,-0.0043490598,-0.0025344052,0.022697577,-3.8097488e-20,-0.00012616945,0.99999998,0.022753751,-3.7854602e-20,-0.00012672026,1,0,0,-0.0057473451,-8.0113613e-05,0.63133014,209.49477,2178.3658,59.5,0,1.3962634,0,0,nan,nan,21694.721,-908.56965,0.29731027,43.964917,-6.5078871e-19,-0.19115906,-0.13292661,0,0,0,0,0,0
8.92,55.93744,-85.499638,-2186.7133,7.6902088,-9.4473365,-208.16361,-1.2412103,1.5128412,-1.2425145,1.8717064e-18,-0.0043717662,-0.0025503003,0.022777715,-3.7713197e-20,-0.0001269597,0.99999998,0.022833742,-3.7434127e-20,-0.00012751502,1,0,0,-0.0057729072,-8.0552149e-05,0.62838091,208.49549,2186.7133,59.5,0,1.3962634,0,0,nan,nan,21470.158,-899.00777,0.3102329,43.923633,-6.4001222e-19,-0.19004119,-0.13401683,0,0,0,0,0,0
8.96,56.245395,-85.876899,-2195.021,7.7084381,-9.4141463,-207.17073,-1.2389284,1.5126875,-1.2402287,1.8517307e-18,-0.004394341,-0.0025663259,0.022857643,-3.7315359e-20,-0.00012775642,0.99999998,0.022913521,-3.7034613e-20,-0.00012831629,1,0,0,-0.005798417,-8.0991414e-05,0.62545007,207.5026,2195.021,59.5,0,1.3962634,0,0,nan,nan,21248.335,-889.56458,0.32282431,43.87903,-6.2969788e-19,-0.18895065,-0.1351161,0,0,0,0,0,0
9,56.554079,-86.252839,-2203.289,7.7266502,-9.3812328,-206.18415,-1.2366475,1.5125326,-1.237944,1.8292779e-18,-0.0044167874,-0.0025824827,0.022937358,-3.6893399e-20,-0.00012855968,0.99999999,0.022993088,-3.6585559e-20,-0.00012912414,1,0,0,-0.0058238738,-8.143143e-05,0.62253741,206.51603,2203.289,59.5,0,1.3962634,0,0,nan,nan,21029.206,-880.23815,0.33509169,43.831179,-6.1864647e-19,-0.18788666,-0.136222,0,0,0,0,0,0
9.04,56.863491,-86.627467,-2211.5177,7.7448432,-9.3485928,-205.2038,-1.234368,1.5123764,-1.2356606,1.8106965e-18,-0.0044391085,-0.0025987717,0.023016859,-3.6482322e-20,-0.00012936951,0.99999999,0.023072439,-3.6213931e-20,-0.00012993858,1,0,0,-0.0058492774,-8.187223e-05,0.6196427,205.5357,2211.5177,59.5,0,1.3962634,0,0,nan,nan,20812.731,-871.02656,0.34704272,43.780148,-6.090058e-19,-0.18684786,-0.13733415,0,0,0,0,0,0
9.08,57.17363,-87.000795,-2219.7074,7.7630151,-9.3162231,-204.22959,-1.23209,1.5122191,-1.2333787,1.7882075e-18,-0.0044613072,-0.0026151935,0.023096145,-3.6070858e-20,-0.00013018595,0.99999999,0.023151573,-3.576415e-20,-0.00013075967,1,0,0,-0.0058746272,-8.2313857e-05,0.61676571,204.56153,2219.7074,59.5,0,1.3962634,0,0,nan,nan,20598.865,-861.92797,0.35868549,43.726005,-5.9815124e-19,-0.1858333,-0.13845388,0,0,0,0,0,0
9.12,57.484495,-87.372833,-2227.8581,7.7811642,-9.2841207,-203.26146,-1.2298138,1.5120606,-1.2310986,1.7716935e-18,-0.0044833864,-0.0026317492,0.023175214,-3.5680447e-20,-0.00013100906,0.99999999,0.02323049,-3.543387e-20,-0.00013158746,1,0,0,-0.0058999229,-8.2756357e-05,0.61390624,203.59344,2227.8581,59.5,0,1.3962634,0,0,nan,nan,20387.567,-852.94054,0.37002804,43.668817,-5.8939083e-19,-0.18484281,-0.13958292,0,0,0,0,0,0
9.16,57.796086,-87.743592,-2235.9703,7.7992885,-9.2522826,-202.29933,-1.2275396,1.5119008,-1.2288205,1.7540476e-18,-0.0045053491,-0.00264844,0.023254065,-3.5337173e-20,-0.00013183888,0.99999999,0.023309187,-3.5080951e-20,-0.000132422,1,0,0,-0.0059251639,-8.3199775e-05,0.61106406,202.63136,2235.9703,59.5,0,1.3962634,0,0,nan,nan,20178.797,-844.0625,0.38107794,43.608647,-5.8033947e-19,-0.18387668,-0.14072221,0,0,0,0,0,0
9.2,58.108402,-88.113083,-2244.0441,7.8173864,-9.2207057,-201.34312,-1.2252676,1.5117398,-1.2265445,1.7324849e-18,-0.004527198,-0.002665267,0.023332696,-3.4940649e-20,-0.00013267547,0.99999999,0.023387664,-3.4649699e-20,-0.00013326335,1,0,0,-0.0059503498,-8.3644149e-05,0.60823897,201.67522,2244.0441,59.5,0,1.3962634,0,0,nan,nan,19972.514,-835.2921,0.39184221,43.545558,-5.7008601e-19,-0.18293519,-0.14187166,0,0,0,0,0,0
9.24,58.421441,-88.481315,-2252.0797,7.835456,-9.1893873,-200.39277,-1.2229981,1.5115776,-1.224271,1.7126516e-18,-0.0045489362,-0.0026822316,0.023411105,-3.4539423e-20,-0.0001335189,0.99999999,0.023465917,-3.4253033e-20,-0.00013411158,1,0,0,-0.0059754802,-8.4089514e-05,0.60543076,200.72494,2252.0797,59.5,0,1.3962634,0,0,nan,nan,19768.68,-826.62762,0.40232749,43.479611,-5.6049826e-19,-0.18201824,-0.14303066,0,0,0,0,0,0
9.28,58.735202,-88.848299,-2260.0775,7.8534957,-9.1583243,-199.4482,-1.2207312,1.5114141,-1.2220001,1.694542e-18,-0.0045705666,-0.0026993347,0.023489291,-3.4148644e-20,-0.00013436921,0.99999999,0.023543946,-3.389084e-20,-0.00013496673,1,0,0,-0.0060005547,-8.4535904e-05,0.60263924,199.78046,2260.0775,59.5,0,1.3962634,0,0,nan,nan,19567.257,-818.06738,0.41254031,43.410869,-5.5156405e-19,-0.18112546,-0.14419876,0,0,0,0,0,0
9.32,59.049684,-89.214046,-2268.0375,7.8715038,-9.127514,-198.50934,-1.2184671,1.5112494,-1.219732,1.6781349e-18,-0.0045920919,-0.0027165774,0.023567252,-3.378212e-20,-0.00013522647,0.99999999,0.02362175,-3.3562698e-20,-0.00013582887,1,0,0,-0.0060255727,-8.4983359e-05,0.59986419,198.84171,2268.0375,59.5,0,1.3962634,0,0,nan,nan,19368.206,-809.62457,0.42231874,43.31712,-5.4325363e-19,-0.25646353,-0.14617216,0,0,0,0,0,0
9.36,59.364884,-89.578565,-2275.9602,7.8893388,-9.0969488,-197.57603,-1.2161883,1.511083,-1.2174492,1.6619835e-18,-0.0046993298,-0.0027349291,0.02364336,-3.346754e-20,-0.00013610869,0.99999999,0.023695003,-3.323967e-20,-0.00013674645,1,0,0,-0.0060523713,-8.542582e-05,0.59710511,197.90851,2275.9602,59.5,0,1.3962634,0,0,nan,nan,19171.471,-801.56458,0.42810933,42.910598,-5.3485838e-19,-1.4649083,-0.161809,0,0,0,0,0,0
9.4,59.680793,-89.941866,-2283.8456,7.9070246,-9.0666232,-196.6481,-1.2138272,1.5109133,-1.2150839,1.6447011e-18,-0.0048934615,-0.0027546778,0.023714708,-3.3133637e-20,-0.0001370539,0.99999999,0.023763517,-3.2894021e-20,-0.00013773389,1,0,0,-0.0060851944,-8.5820884e-05,0.59436153,196.9807,2283.8456,59.5,0,1.3962634,0,0,nan,nan,18976.999,-793.59319,0.43065751,42.880631,-5.261785e-19,-1.614409,-0.168198,0,0,0,0,0,0
9.44,59.997411,-90.303959,-2291.6939,7.92481,-9.036537,-195.7255,-1.2113688,1.51074,-1.2126211,1.6248896e-18,-0.0050498817,-0.0027745761,0.023784315,-3.2767403e-20,-0.00013803786,0.99999999,0.023833485,-3.2497792e-20,-0.00013872881,1,0,0,-0.0061238193,-8.6153649e-05,0.59163327,196.05823,2291.6939,59.5,0,1.3962634,0,0,nan,nan,18784.755,-785.70921,0.42956318,43.169434,-5.1677552e-19,-0.88189093,-0.1643841,0,0,0,0,0,0
9.48,60.314745,-90.664852,-2299.5055,7.9428304,-9.0066899,-194.80815,-1.2088618,1.5105641,-1.2101095,1.6110076e-18,-0.0051017576,-0.0027937019,0.023856448,-3.2424036e-20,-0.00013901314,0.99999999,0.02390833,-3.2220151e-20,-0.00013968509,1,0,0,-0.006164477,-8.6452868e-05,0.58892018,195.14103,2299.5055,59.5,0,1.3962634,0,0,nan,nan,18594.708,-777.91243,0.42686495,43.523905,-5.0934233e-19,0.023129842,-0.15625009,0,0,0,0,0,0
