time,x,y,z,vx,vy,vz,phi,theta,psi,p,q,r,elevator,aileron,rudder,throttle,elevator_cmd,aileron_cmd,rudder_cmd,throttle_cmd,tvc_pitch,tvc_yaw,alpha,beta,mach,airspeed,altitude,mass,thrust,pitch_sp,roll_sp,heading_sp,altitude_sp,speed_sp,qbar,rocket_table_aero_fx,rocket_table_aero_fy,rocket_table_aero_fz,rocket_table_aero_mx,rocket_table_aero_my,rocket_table_aero_mz,tabulated_thrust_fx,tabulated_thrust_fy,tabulated_thrust_fz,tabulated_thrust_mx,tabulated_thrust_my,tabulated_thrust_mz
27.68,265.61595,-193.59133,-3482.556,10.709325,-3.2355808,30.635423,0.27423221,-1.1580222,-0.55824881,-0.72313285,-0.393008,0.3082848,-0.22070085,-0.00095683018,-0.066369569,1,-0.22550821,0.00075104643,-0.065424939,1,0,0,0.17488991,0.0024199616,0.096735021,31.599633,3482.556,59.5,0,1.0821041,0,0,nan,nan,431.85274,-16.976903,-23.320851,-220.53951,-0.05369093,-508.42227,74.743377,0,0,0,0,0,0
27.72,266.04659,-193.72154,-3481.3243,10.826247,-3.2734561,30.962998,0.22743366,-1.1775108,-0.5387984,-0.72064613,-0.45774556,0.30056765,-0.22745819,0.0014197511,-0.065287743,1,-0.23210355,0.0030412396,-0.064694027,1,0,0,0.1562867,-0.013526811,0.09778979,31.944667,3481.3243,59.5,0,1.0821041,0,0,nan,nan,441.39153,-19.19843,6.4896789,-187.40523,0.22012335,-424.3506,-1.0623248,0,0,0,0,0,0
27.76,266.48162,-193.85288,-3480.0794,10.927578,-3.2910503,31.30123,0.18001432,-1.1988525,-0.51855031,-0.70903932,-0.51144464,0.28278155,-0.23391654,0.0036612416,-0.064674988,1,-0.23831154,0.0051800706,-0.06438688,1,0,0,0.13567264,-0.027826808,0.098857482,32.293938,3480.0794,59.5,0,1.0821041,0,0,nan,nan,451.15475,-21.500116,32.224072,-150.42474,0.50326527,-330.57544,-66.453315,0,0,0,0,0,0
27.8,266.92038,-193.98455,-3478.8208,11.011244,-3.289559,31.64945,0.13237331,-1.2215688,-0.49756007,-0.68858392,-0.55275601,0.25695264,-0.23995862,0.0057471496,-0.064452044,1,-0.24402773,0.0071530129,-0.064406017,1,0,0,0.11361029,-0.040164071,0.099935584,32.646626,3478.8208,59.5,0,1.0821041,0,0,nan,nan,461.12323,-23.763249,53.001869,-110.90358,0.76495925,-229.9719,-120.08708,0,0,0,0,0,0
27.84,267.36214,-194.11579,-3477.5481,11.077791,-3.2672914,32.006609,0.085111605,-1.2451773,-0.47595988,-0.64948498,-0.58116806,0.2229641,-0.24549259,0.011407268,-0.0073815277,1,-0.24918888,0.0129897,0.011148205,1,0,0,0.09068054,-0.050202885,0.10102069,33.001619,3477.5481,59.5,0,1.0821041,0,0,nan,nan,471.26852,-25.683003,83.624837,-72.813426,1.4963064,-134.25606,-213.40063,0,0,0,0,0,0
27.88,267.80629,-194.24565,-3476.2609,11.128963,-3.2202463,32.371544,0.039685609,-1.269218,-0.4545035,-0.59816501,-0.59611072,0.17917207,-0.25046068,0.012107051,0.0054544889,1,-0.25373021,0.0119633,0.0089586036,1,0,0,0.067502274,-0.057478765,0.10210889,33.357638,3476.2609,59.5,0,1.0821041,0,0,nan,nan,481.55587,-27.669309,98.611219,-31.780324,1.6128991,-27.12263,-260.31373,0,0,0,0,0,0
27.92,268.2521,-194.37335,-3474.959,11.159591,-3.1601582,32.742832,-0.0029482766,-1.2932416,-0.43394701,-0.54622259,-0.59713187,0.13390157,-0.25478615,0.011502852,0.0069982223,1,-0.25759336,0.010924452,0.0066950787,1,0,0,0.044715759,-0.062286105,0.10319931,33.714401,3474.959,59.5,0,1.0821041,0,0,nan,nan,491.97817,-29.232932,100.26923,6.774297,1.5619601,74.575298,-267.87516,0,0,0,0,0,0
27.96,268.69874,-194.49847,-3473.6421,11.169528,-3.0913775,33.11911,-0.042408068,-1.3168359,-0.41470989,-0.49675936,-0.58521301,0.089922798,-0.25844881,0.010595403,0.0057178766,1,-0.26079425,0.0099351872,0.0044961399,1,0,0,0.022848913,-0.064892781,0.10429042,34.071405,3473.6421,59.5,0,1.0821041,0,0,nan,nan,502.52136,-30.388127,96.311171,41.857696,1.4684884,168.36198,-261.12526,0,0,0,0,0,0
28,269.14539,-194.62072,-3472.3102,11.159758,-3.0167018,33.499139,-0.078312341,-1.3396241,-0.39727482,-0.45050655,-0.56160974,0.048752093,-0.26089274,0.0096570095,0.0038136522,1,-0.26179939,0.009010131,0.0024376047,1,0,0,0.0023503399,-0.065574041,0.10538089,34.428219,3472.3102,59.5,0,1.0821041,0,0,nan,nan,513.1729,-31.154621,88.89538,72.908264,1.3671287,252.65691,-245.65784,0,0,0,0,0,0
28.04,269.59133,-194.73987,-3470.9629,11.133696,-2.9340224,33.881779,-0.11004702,-1.3612677,-0.38237203,-0.40756812,-0.52760819,0.0095406038,-0.26157126,0.0087601445,0.0018515959,1,-0.26179939,0.0081513624,0.00047703019,1,0,0,-0.016395516,-0.064453978,0.1064688,34.784217,3470.9629,59.5,0,1.0821041,0,0,nan,nan,523.91394,-31.605968,95.348337,101.62355,1.2654675,330.73147,-258.91603,0,0,0,0,0,0
28.08,270.03598,-194.85545,-3469.6004,11.094538,-2.8380555,34.266345,-0.13612244,-1.3814636,-0.37161998,-0.36788112,-0.48369647,-0.029712671,-0.26173826,0.0079229204,-0.00011319419,1,-0.26175602,0.0073576223,-0.0014856336,1,0,0,-0.032993012,-0.06147689,0.10755222,35.138762,3469.6004,59.5,0,1.0821041,0,0,nan,nan,534.72436,-31.831567,99.826495,130.3148,1.1680482,407.65072,-266.66982,0,0,0,0,0,0
28.12,270.4788,-194.96697,-3468.2224,11.041405,-2.7311441,34.652459,-0.15430245,-1.3999138,-0.36737927,-0.33129026,-0.43031828,-0.067768448,-0.26176685,0.0071479097,-0.0020519044,1,-0.26175006,0.0066258052,-0.0033884224,1,0,0,-0.047066946,-0.056817023,0.10863128,35.491904,3468.2224,59.5,0,1.0821041,0,0,nan,nan,545.60445,-31.876248,99.41131,157.61452,1.0755648,480.06754,-262.30462,0,0,0,0,0,0
28.16,270.91922,-195.07406,-3466.8289,10.973926,-2.6165103,35.03969,-0.16187604,-1.4163119,-0.37247312,-0.29763537,-0.36834647,-0.10324203,-0.26175977,0.0064333674,-0.0039062082,1,-0.26175638,0.0059527074,-0.0051621017,1,0,0,-0.058305191,-0.050700114,0.10970655,35.843826,3466.8289,59.5,0,1.0821041,0,0,nan,nan,556.55871,-31.889679,93.961748,181.92639,0.98794213,544.24346,-245.72026,0,0,0,0,0,0
28.2,271.35668,-195.17647,-3465.42,10.892527,-2.4979165,35.427603,-0.1559565,-1.4303353,-0.38988874,-0.26676007,-0.29908958,-0.13482017,-0.261627,0.0057764905,-0.0056110998,1,-0.26141964,0.0053352014,-0.0067410083,1,0,0,-0.066474643,-0.043391892,0.11077906,36.194864,3465.42,59.5,0,1.0821041,0,0,nan,nan,567.59664,-31.935835,83.793307,201.80441,0.90506127,596.68079,-217.57322,0,0,0,0,0,0
28.24,271.79063,-195.27413,-3463.9955,10.798446,-2.3793737,35.815763,-0.13416578,-1.4416396,-0.42209402,-0.23851159,-0.2242513,-0.16133717,-0.26110623,0.0051742682,-0.0071042736,1,-0.2605965,0.0047702318,-0.0080668586,1,0,0,-0.07142969,-0.035187604,0.11185012,36.545448,3463.9955,59.5,0,1.0821041,0,0,nan,nan,578.73116,-32.140516,69.605369,215.98084,0.82682711,634.19131,-179.449,0,0,0,0,0,0
28.28,272.22061,-195.36711,-3462.5555,10.69367,-2.2648562,36.203758,-0.095769331,-1.4498696,-0.46990377,-0.21273882,-0.14581948,-0.18188357,-0.26015595,0.0046236762,-0.0083322525,1,-0.25935565,0.0042547765,-0.0090941784,1,0,0,-0.073116772,-0.026399004,0.11292119,36.896056,3462.5555,59.5,0,1.0821041,0,0,nan,nan,589.9772,-32.551266,52.387312,223.66609,0.75322052,654.85196,-133.81287,0,0,0,0,0,0
28.32,272.64623,-195.45564,-3461.1,10.58092,-2.1580733,36.591199,-0.042940136,-1.4547034,-0.53121699,-0.1892917,-0.065974998,-0.19588688,-0.25882271,0.0041217008,-0.0092554056,1,-0.25777779,0.0037858339,-0.0097943442,1,0,0,-0.071575822,-0.017338392,0.11399377,37.247175,3461.1,59.5,0,1.0821041,0,0,nan,nan,601.35062,-33.191495,33.339479,224.3166,0.68421674,657.38795,-83.66559,0,0,0,0,0,0
28.36,273.06725,-195.5401,-3459.629,10.463428,-2.0622088,36.977719,0.018739869,-1.4559327,-0.6005166,-0.16802034,0.013054639,-0.20314452,-0.25718404,0.0036653405,-0.0098511079,1,-0.2559548,0.0033604068,-0.010157226,1,0,0,-0.066934215,-0.008302503,0.11506916,37.599232,3459.629,59.5,0,1.0821041,0,0,nan,nan,612.86594,-34.054592,13.734164,218.05507,0.61981988,642.0431,-32.175908,0,0,0,0,0,0
28.4,273.48353,-195.62097,-3458.1425,10.344668,-1.979697,37.362966,0.081476231,-1.4535443,-0.67006705,-0.14877517,0.08914852,-0.20382256,-0.25533295,0.0032515974,-0.010114908,1,-0.2539888,0.0029755035,-0.010191128,1,0,0,-0.059394382,0.00044195185,0.1161483,37.952532,3458.1425,59.5,0,1.0821041,0,0,nan,nan,624.53415,-35.113559,-5.1840456,205.24801,0.55998103,609.6754,17.56837,0,0,0,0,0,0
28.44,273.89509,-195.69883,-3456.6407,10.228244,-1.912179,37.746594,0.13784726,-1.4477501,-0.7325007,-0.13140881,0.16035854,-0.19842501,-0.25337429,0.0028774991,-0.010060093,1,-0.25199129,0.0026281762,-0.0099212503,1,0,0,-0.049225033,0.0086699276,0.1172317,38.307246,3456.6407,59.5,0,1.0821041,0,0,nan,nan,636.36218,-36.249681,-22.30809,186.7626,0.50463135,562.39692,62.863867,0,0,0,0,0,0
28.48,274.30209,-195.77428,-3455.1236,10.117623,-1.8604395,38.128283,0.18305375,-1.4389404,-0.78306861,-0.11577702,0.22503174,-0.18772762,-0.2514183,0.0025401191,-0.0097155654,1,-0.25007357,0.0023155404,-0.0093863811,1,0,0,-0.036745294,0.016205517,0.11831946,38.663407,3455.1236,59.5,0,1.0821041,0,0,nan,nan,648.35261,-37.400303,-36.741568,163.59489,0.45363509,502.65735,101.6419,0,0,0,0,0,0
28.52,274.70483,-195.84796,-3453.5913,10.015908,-1.8244086,38.507696,0.21549878,-1.427597,-0.82022126,-0.10174058,0.28186092,-0.17270138,-0.24957191,0.0022366079,-0.0091224691,1,-0.24833732,0.0020348117,-0.008635069,1,0,0,-0.02230813,0.022925002,0.11941115,39.020868,3453.5913,59.5,0,1.0821041,0,0,nan,nan,660.50193,-38.443036,-47.850997,137.16498,0.40682493,433.68025,132.40002,0,0,0,0,0,0
28.56,275.10371,-195.92049,-3452.0438,9.9256724,-1.8032645,38.884586,0.23597368,-1.4142172,-0.84479545,-0.089166334,0.32993222,-0.15442858,-0.24792989,0.0019642214,-0.0083304718,1,-0.24686617,0.0017833267,-0.0077214291,1,0,0,-0.0062846534,0.028755735,0.12050608,39.379412,3452.0438,59.5,0,1.0821041,0,0,nan,nan,672.80403,-39.294376,-55.329075,108.72581,0.36398836,358.54476,154.54854,0,0,0,0,0,0
28.6,275.49923,-195.99244,-3450.4813,9.8482186,-1.796795,39.258642,0.24644927,-1.3992724,-0.85880601,-0.077930935,0.36865491,-0.13349006,-0.2465695,0.0017203574,-0.007386611,1,-0.24572591,0.0015586187,-0.006674503,1,0,0,0.010944809,0.03363356,0.12160313,39.738669,3450.4813,59.5,0,1.0821041,0,0,nan,nan,685.24731,-39.861808,-66.37227,78.411369,0.32463092,277.81648,183.60762,0,0,0,0,0,0
28.64,275.89187,-196.06449,-3448.9039,9.7829183,-1.8097437,39.629037,0.24889489,-1.3832225,-0.8642607,-0.067925262,0.39696508,-0.10847921,-0.24556727,0.0015026709,-0.006270337,1,-0.24500547,0.0013585052,-0.0054239605,1,0,0,0.028939244,0.037342456,0.1227004,40.098018,3448.9039,59.5,0,1.0821041,0,0,nan,nan,697.8109,-40.090517,-80.770105,42.989594,0.28870065,184.7237,218.96984,0,0,0,0,0,0
28.68,276.28217,-196.13746,-3447.3118,9.732392,-1.8441683,39.994724,0.24493756,-1.3665529,-0.86281873,-0.059037041,0.41339492,-0.079543888,-0.24502263,0.0013089041,-0.0049586135,1,-0.24481637,0.0011807408,-0.0039771944,1,0,0,0.047177381,0.039737934,0.12379581,40.456781,3447.3118,59.5,0,1.0821041,0,0,nan,nan,710.47121,-39.874685,-93.783507,2.5818917,0.25612125,80.047667,250.17559,0,0,0,0,0,0
28.72,276.67078,-196.21222,-3445.7051,9.6996554,-1.9006971,40.354641,0.23597826,-1.3497726,-0.85591098,-0.051161268,0.41673994,-0.047376142,-0.2450396,0.0011368715,-0.0034664004,1,-0.24525923,0.0010232254,-0.0023688071,1,0,0,0.065098782,0.040725086,0.12488706,40.814204,3445.7051,59.5,0,1.0821041,0,0,nan,nan,723.20104,-39.264624,-104.06191,-41.604101,0.22662786,-33.164687,274.37927,0,0,0,0,0,0
28.76,277.05846,-196.28967,-3444.0842,9.6874461,-1.9786801,40.707851,0.22316462,-1.333405,-0.8447144,-0.044201419,0.40623033,-0.012993121,-0.24571062,0.00098453275,-0.0018309689,1,-0.24641454,0.00088402838,-0.00064965603,1,0,0,0.082129589,0.040258374,0.12597186,41.169542,3444.0842,59.5,0,1.0821041,0,0,nan,nan,735.97261,-38.287973,-110.37762,-87.900784,0.19996499,-150.58323,288.53511,0,0,0,0,0,0
28.8,277.4461,-196.37058,-3442.4493,9.6997064,-2.073625,41.053847,0.20747013,-1.3179696,-0.83023473,-0.038069058,0.38169859,0.02041687,-0.24710575,0.00085000732,-0.00013333758,1,-0.24833276,0.00076138115,0.0010208435,1,0,0,0.097710263,0.038440659,0.12704865,41.522283,3442.4493,59.5,0,1.0821041,0,0,nan,nan,748.76555,-37.145867,-99.574006,-132.96841,0.17589485,-263.06419,248.78435,0,0,0,0,0,0
28.84,277.83472,-196.45549,-3440.8007,9.7361223,-2.1795509,41.392822,0.19009367,-1.3039157,-0.81372076,-0.032683078,0.3453832,0.050491335,-0.24922587,0.00073156926,0.001442426,1,-0.25093883,0.00065366157,0.0025245667,1,0,0,0.11142186,0.035518728,0.12811615,41.87201,3440.8007,59.5,0,1.0821041,0,0,nan,nan,761.56232,-36.300511,-102.52094,-171.72994,0.15420673,-355.33831,260.12539,0,0,0,0,0,0
28.88,278.22515,-196.54494,-3439.1386,9.7924336,-2.3005851,41.724333,0.17138597,-1.2916513,-0.7955545,-0.027968969,0.29761629,0.081266936,-0.25204355,0.00062763381,0.0029936029,1,-0.25425005,0.00055937938,0.0040633468,1,0,0,0.12284952,0.03137056,0.12917299,42.218271,3439.1386,59.5,0,1.0821041,0,0,nan,nan,774.34368,-35.208005,-94.959891,-209.3785,0.13470866,-447.30486,240.57547,0,0,0,0,0,0
28.92,278.61827,-196.63937,-3437.4635,9.8709232,-2.4281227,42.049222,0.15161663,-1.2815623,-0.77603977,-0.023857975,0.23987414,0.10825006,-0.25555142,0.0005367428,0.0044494479,1,-0.25822505,0.00047715949,0.005412503,1,0,0,0.13164964,0.026258948,0.13022012,42.561381,3437.4635,59.5,0,1.0821041,0,0,nan,nan,787.11818,-34.414545,-81.288558,-240.05585,0.11723778,-521.00344,204.49366,0,0,0,0,0,0
28.96,279.01491,-196.73896,-3435.7754,9.9690738,-2.5573071,42.368714,0.13117563,-1.2739437,-0.7556112,-0.020286466,0.17447198,0.13039965,-0.25953301,0.0004575497,0.0057130187,1,-0.26179939,0.00040572933,0.0065199827,1,0,0,0.13759965,0.020413014,0.13125911,42.901849,3435.7754,59.5,0,1.0821041,0,0,nan,nan,799.90194,-33.881838,-64.22452,-262.57254,0.10164365,-574.26907,160.49179,0,0,0,0,0,0
29,279.41581,-196.84366,-3434.0746,10.083776,-2.6831433,42.684394,0.11037382,-1.2690013,-0.73462605,-0.017195752,0.10393145,0.14673557,-0.26122913,0.00038880949,0.0067241904,1,-0.26179939,0.00034391504,0.0073367785,1,0,0,0.14058411,0.014094619,0.13229223,43.240422,3434.0746,59.5,0,1.0821041,0,0,nan,nan,812.72074,-33.799171,-43.934256,-276.41605,0.087758723,-606.44105,108.25647,0,0,0,0,0,0
29.04,279.82155,-196.95326,-3432.3613,10.211375,-2.8009395,42.998029,0.089501287,-1.2668486,-0.71342283,-0.014531895,0.030871441,0.15650614,-0.2616559,0.00032937957,0.0074349718,1,-0.26179939,0.00029063789,0.0078253071,1,0,0,0.14059122,0.0075890119,0.1333221,43.577952,3432.3613,59.5,0,1.0821041,0,0,nan,nan,825.60532,-34.204784,-21.976637,-280.59742,0.075511826,-614.9038,51.902106,0,0,0,0,0,0
29.08,280.23256,-197.06735,-3430.6354,10.347078,-2.906505,43.311627,0.068834291,-1.267501,-0.69232602,-0.012242976,-0.041765321,0.1594632,-0.26176329,0.00027818134,0.0078173265,1,-0.26179939,0.00024485953,0.0079731599,1,0,0,0.1377301,0.0011763315,0.13435164,43.915397,3430.6354,59.5,0,1.0821041,0,0,nan,nan,838.59135,-35.105264,0.21193396,-274.72454,0.064758428,-598.44868,-4.8675542,0,0,0,0,0,0
29.12,280.64908,-197.18537,-3428.897,10.485666,-2.996454,43.62715,0.048639049,-1.2708707,-0.67164739,-0.010283634,-0.1110656,0.15577222,-0.2617903,0.00023422779,0.007864742,1,-0.26179939,0.00020567268,0.0077886112,1,0,0,0.13221901,-0.0048832127,0.13538359,44.253648,3428.897,59.5,0,1.0821041,0,0,nan,nan,851.71318,-36.475486,21.20531,-259.23012,0.055325293,-558.01538,-58.371212,0,0,0,0,0,0
29.16,281.07111,-197.30666,-3427.1458,10.621724,-3.0683458,43.946367,0.029180282,-1.276771,-0.65169249,-0.008612276,-0.17431185,0.14599993,-0.2617971,0.0001966302,0.0075917823,1,-0.26179939,0.00017224552,0.0072999967,1,0,0,0.12437498,-0.010365857,0.13642019,44.593442,3427.1458,59.5,0,1.0821041,0,0,nan,nan,865.00031,-38.14751,39.977827,-235.30189,0.047110983,-496.6959,-106.17512,0,0,0,0,0,0
29.2,281.49845,-197.43045,-3425.3819,10.75021,-3.1206021,44.270697,0.010739201,-1.2849271,-0.63277736,-0.0071911421,-0.2291625,0.13089565,-0.26179881,0.00016457801,0.0070281424,1,-0.26179939,0.00014382284,0.0065447824,1,0,0,0.11459247,-0.015086907,0.13746301,44.935288,3425.3819,59.5,0,1.0821041,0,0,nan,nan,878.47405,-40.135846,55.988009,-204.01196,0.03999084,-416.64827,-147.26468,0,0,0,0,0,0
29.24,281.9307,-197.55596,-3423.6048,10.865418,-3.1539409,44.601062,-0.0063973912,-1.2949863,-0.61521576,-0.00598647,-0.27361686,0.11248235,-0.26179924,0.00013734033,0.0062306338,1,-0.26179939,0.0001197294,0.0056241176,1,0,0,0.10333156,-0.018956594,0.13851258,45.279366,3423.6048,59.5,0,1.0821041,0,0,nan,nan,892.14359,-42.294553,62.400925,-168.12969,0.033845036,-325.30977,-158.92038,0,0,0,0,0,0
29.28,282.36727,-197.68249,-3421.8144,10.965636,-3.1700523,44.9375,-0.022099337,-1.3065558,-0.59915022,-0.004968316,-0.30782606,0.091827021,-0.26179935,0.00011426453,0.0052970989,1,-0.26179939,9.936632e-05,0.004591351,1,0,0,0.091009805,-0.021946346,0.13956874,45.625619,3421.8144,59.5,0,1.0821041,0,0,nan,nan,906.00885,-44.061616,75.174719,-131.96392,0.028559632,-235.89859,-195.59357,0,0,0,0,0,0
29.32,282.80755,-197.80925,-3420.0104,11.049448,-3.1640775,45.280424,-0.035816523,-1.3192294,-0.58515095,-0.0041103312,-0.32960993,0.066628401,-0.26179938,9.4772758e-05,0.0041753229,1,-0.26179939,8.2206624e-05,0.0033314201,1,0,0,0.07814025,-0.023845832,0.1406304,45.973692,3420.0104,59.5,0,1.0821041,0,0,nan,nan,920.05771,-46.361602,82.385829,-88.893738,0.024028403,-123.79146,-217.21205,0,0,0,0,0,0
29.36,283.25079,-197.93542,-3418.1925,11.111571,-3.1407918,45.629635,-0.046859933,-1.3325176,-0.57392174,-0.0033894542,-0.33807585,0.040653979,-0.26179939,7.8356889e-05,0.0029251031,1,-0.26179939,6.7789083e-05,0.002032699,1,0,0,0.065265196,-0.024701472,0.1416965,46.323241,3418.1925,59.5,0,1.0821041,0,0,nan,nan,934.27821,-48.339428,81.964783,-46.566197,0.020156155,-13.238983,-216.42548,0,0,0,0,0,0
29.4,283.69608,-198.06038,-3416.3606,11.151058,-3.103068,45.984412,-0.054715526,-1.3459226,-0.56597687,-0.0027856091,-0.33361981,0.015291508,-0.26179939,6.4572686e-05,0.0016501418,1,-0.26179939,5.5712182e-05,0.00076457541,1,0,0,0.05287651,-0.024578477,0.1427656,46.673794,3416.3606,59.5,0,1.0821041,0,0,nan,nan,948.65262,-50.112328,78.210845,-6.4922289,0.016855326,92.20947,-206.9801,0,0,0,0,0,0
29.44,284.14252,-198.1836,-3414.5144,11.168278,-3.0535998,46.343883,-0.058844753,-1.3589621,-0.56185025,-0.0022813928,-0.31709777,-0.0085400692,-0.26179939,5.3033705e-05,0.00041441996,1,-0.26179939,4.5627855e-05,-0.00042700346,1,0,0,0.041421493,-0.023562067,0.14383635,47.024908,3414.5144,59.5,0,1.0821041,0,0,nan,nan,963.16396,-51.543519,71.853395,29.848296,0.014049682,188.33389,-190.84174,0,0,0,0,0,0
29.48,284.58924,-198.30466,-3412.6538,11.16453,-2.9951356,46.707047,-0.058723203,-1.3711836,-0.56205826,-0.0018617603,-0.28974497,-0.030143882,-0.26179939,4.3405031e-05,-0.00073696811,1,-0.26179939,3.7235207e-05,-0.0015071941,1,0,0,0.031290408,-0.021756861,0.14490746,47.376165,3412.6538,59.5,0,1.0821041,0,0,nan,nan,977.7956,-52.787883,63.639462,61.527091,0.011671111,272.95012,-169.67499,0,0,0,0,0,0
29.52,285.03545,-198.42325,-3410.7786,11.141831,-2.9303592,47.072959,-0.053924283,-1.3821759,-0.567017,-0.0015137392,-0.25304922,-0.049000034,-0.26179939,3.5397274e-05,-0.001770907,1,-0.26179939,3.0274784e-05,-0.0024500017,1,0,0,0.022809923,-0.019280306,0.14597808,47.727288,3410.7786,59.5,0,1.0821041,0,0,nan,nan,992.53628,-53.769449,54.214738,87.944918,0.0096606123,344.13716,-144.91506,0,0,0,0,0,0
29.56,285.48043,-198.53917,-3408.8887,11.102733,-2.8618566,47.440765,-0.044242503,-1.3915782,-0.57691976,-0.0012261576,-0.20870595,-0.064760896,-0.26179939,2.8760879e-05,-0.0026637548,1,-0.26179939,2.4523151e-05,-0.0032380448,1,0,0,0.016237694,-0.016258309,0.14704779,48.078136,3408.8887,59.5,0,1.0821041,0,0,nan,nan,1007.3802,-54.60275,44.071245,108.69682,0.007966689,400.56133,-117.84034,0,0,0,0,0,0
29.6,285.92358,-198.65232,-3406.984,11.050144,-2.7921436,47.809664,-0.029836254,-1.3990899,-0.59159484,-0.00098941666,-0.15855218,-0.077200589,-0.26179939,2.3281078e-05,-0.0033996189,1,-0.26179939,1.9788333e-05,-0.0038600294,1,0,0,0.011758378,-0.012822463,0.14811636,48.428637,3406.984,59.5,0,1.0821041,0,0,nan,nan,1022.324,-55.366256,33.516906,123.34261,0.0065445575,440.93111,-89.266217,0,0,0,0,0,0
29.64,286.36442,-198.76269,-3405.0646,10.987148,-2.723662,48.178981,-0.011352871,-1.4044811,-0.61038082,-0.00079528887,-0.10449402,-0.086175451,-0.26179939,1.8773424e-05,-0.0039680963,1,-0.26179939,1.5905777e-05,-0.0043087725,1,0,0,0.0094820613,-0.0091085425,0.14918387,48.778818,3405.0646,59.5,0,1.0821041,0,0,nan,nan,1037.3689,-56.075468,22.730226,131.9292,0.0053550028,465.09774,-59.746199,0,0,0,0,0,0
29.68,286.80259,-198.87039,-3403.1304,10.917006,-2.6588879,48.548135,0.010030842,-1.4076029,-0.63208637,-0.00063673776,-0.048523354,-0.091595053,-0.26179939,1.5079904e-05,-0.0043625311,1,-0.26179939,1.2734755e-05,-0.0045797527,1,0,0,0.0094408356,-0.0052557273,0.15025066,49.128786,3403.1304,59.5,0,1.0821041,0,0,nan,nan,1052.5191,-56.726566,11.777101,134.08297,0.0043640948,472.07818,-29.633108,0,0,0,0,0,0
29.72,287.23788,-198.97561,-3401.1815,10.843136,-2.6003827,48.916595,0.032707318,-1.4084,-0.6550892,-0.00050776517,0.0072866679,-0.093405661,-0.26179939,1.2065489e-05,-0.0045787621,1,-0.26179939,1.0155303e-05,-0.0046702831,1,0,0,0.011584399,-0.0014058337,0.15131712,49.478672,3401.1815,59.5,0,1.0821041,0,0,nan,nan,1067.7803,-57.31795,0.68598041,129.66951,0.0035421252,461.52935,0.78762384,0,0,0,0,0,0
29.76,287.67019,-199.07865,-3399.2179,10.768974,-2.5506993,49.283844,0.054879868,-1.4069184,-0.67757789,-0.00040328059,0.060859941,-0.091590159,-0.26179939,9.6152099e-06,-0.0046145776,1,-0.26179939,8.0656118e-06,-0.004579508,1,0,0,0.015781571,0.0022981579,0.15238356,49.828579,3399.2179,59.5,0,1.0821041,0,0,nan,nan,1083.157,-57.850285,-10.486746,118.80615,0.0028631798,433.78071,31.156752,0,0,0,0,0,0
29.8,288.09958,-199.17991,-3397.2396,10.69795,-2.5123162,49.649334,0.074873249,-1.403305,-0.69786283,-0.00031898245,0.11015227,-0.086184621,-0.26179939,7.631594e-06,-0.0044699748,1,-0.26179939,6.379649e-06,-0.004309231,1,0,0,0.021822225,0.0057147688,0.15345004,50.178521,3397.2396,59.5,0,1.0821041,0,0,nan,nan,1098.65,-58.309956,-21.589296,101.30416,0.0023048574,388.60812,60.90657,0,0,0,0,0,0
29.84,288.52625,-199.27988,-3395.2467,10.633604,-2.4876168,50.012429,0.091400221,-1.3978028,-0.7146431,-0.00025125133,0.15313318,-0.077309305,-0.26179939,6.0323362e-06,-0.0041482006,1,-0.26179939,5.0250266e-06,-0.0038654653,1,0,0,0.029415389,0.0087083457,0.15451624,50.5284,3395.2467,59.5,0,1.0821041,0,0,nan,nan,1114.2551,-58.641451,-32.324942,77.517144,0.0018477005,327.09268,89.165239,0,0,0,0,0,0
29.88,288.95052,-199.37916,-3393.2393,10.579413,-2.4786354,50.372476,0.10369747,-1.390739,-0.72714289,-0.00019705811,0.18791398,-0.065207812,-0.26179939,4.7482804e-06,-0.00365738,1,-0.26179939,3.9411622e-06,-0.0032603906,1,0,0,0.03819874,0.011155033,0.15558161,50.878034,3393.2393,59.5,0,1.0821041,0,0,nan,nan,1129.9642,-58.725327,-42.225107,47.86208,0.0014750011,250.59385,114.68415,0,0,0,0,0,0
29.92,289.37288,-199.4784,-3391.2176,10.538699,-2.4868461,50.728812,0.11151795,-1.3825093,-0.73510438,-0.0001538804,0.21285199,-0.050295553,-0.26179939,3.7216025e-06,-0.0030126447,1,-0.26179939,3.0776079e-06,-0.0025147777,1,0,0,0.04774912,0.012950568,0.15664533,51.227154,3391.2176,59.5,0,1.0821041,0,0,nan,nan,1145.7653,-58.56979,-50.660443,13.192567,0.0011724419,161.6804,135.89972,0,0,0,0,0,0
29.96,289.79391,-199.57831,-3389.1818,10.514473,-2.5129441,51.080692,0.11502481,-1.3735594,-0.73868237,-0.00011962781,0.22665906,-0.033173758,-0.26179939,2.9041943e-06,-0.0022377634,1,-0.26179939,2.3925563e-06,-0.0016586879,1,0,0,0.057598941,0.014018701,0.15770604,51.575315,3389.1818,59.5,0,1.0821041,0,0,nan,nan,1161.638,-58.23524,-56.924685,-25.079515,0.00092786096,63.971973,151.2043,0,0,0,0,0,0
