time,x,y,z,vx,vy,vz,phi,theta,psi,p,q,r,elevator,aileron,rudder,throttle,elevator_cmd,aileron_cmd,rudder_cmd,throttle_cmd,tvc_pitch,tvc_yaw,alpha,beta,mach,airspeed,altitude,mass,thrust,pitch_sp,roll_sp,heading_sp,altitude_sp,speed_sp,qbar
0.185,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.19,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.195,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.2,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.205,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.21,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.215,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.22,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.225,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.23,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.235,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.24,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.245,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.25,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.255,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.26,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.265,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.27,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.275,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.28,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.285,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.29,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.295,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.3,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.305,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.31,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.315,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.32,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.325,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.33,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.335,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.34,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.345,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.35,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.355,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.36,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.365,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.37,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.375,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.38,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.385,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.39,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.395,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.4,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.405,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.41,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.415,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.42,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.425,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.43,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.435,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.44,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.445,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.45,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.455,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.46,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.465,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.47,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.475,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.48,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.485,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.49,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.495,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.5,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
0.505,3800,250,-12,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,nan,nan,nan,nan,nan,0
