time,x,y,z,vx,vy,vz,phi,theta,psi,p,q,r,elevator,aileron,rudder,throttle,elevator_cmd,aileron_cmd,rudder_cmd,throttle_cmd,tvc_pitch,tvc_yaw,alpha,beta,mach,airspeed,altitude,mass,thrust,pitch_sp,roll_sp,heading_sp,altitude_sp,speed_sp,qbar,rocket_aero_fx,rocket_aero_fy,rocket_aero_fz,rocket_aero_mx,rocket_aero_my,rocket_aero_mz,solid_motor_fx,solid_motor_fy,solid_motor_fz,solid_motor_mx,solid_motor_my,solid_motor_mz
0.4,49.567368,0.033797688,-129.43247,159.84605,0.34446466,-93.593003,0.0033519002,0.54644541,0.0094933957,-0.010532362,0.0089576289,0.037010204,-0.0050634467,-4.9135551e-05,-0.0039080175,0.55318574,-0.0051652944,-4.8429665e-05,-0.0040520013,1,0,0,0.016751667,-0.0062774972,0.54512279,185.23101,129.43247,82.490775,17925.926,0.55283357,nan,0.024982098,nan,nan,20755.31,-195.51502,72.557621,-133.04318,-0.023128766,-0.72901089,2.6380749,17925.926,0,0,0,0,0
0.42,52.797187,0.041171404,-131.32293,163.50124,0.3992757,-95.659708,0.0035921563,0.54661861,0.010374332,-0.011304342,0.0085871216,0.03831503,-0.0051713054,-4.8348586e-05,-0.004067852,0.57074001,-0.005264529,-4.7639487e-05,-0.0042115963,1,0,0,0.017261281,-0.0067856133,0.55749105,189.42966,131.32293,82.365314,17911.111,0.55292265,nan,0.026386877,nan,nan,21702.947,-204.44176,81.371704,-143.53863,-0.023188074,-0.72029876,2.567385,17911.111,0,0,0,0,0
0.44,56.1001,0.049690537,-133.25474,167.15527,0.4596031,-97.729658,0.0038328335,0.54678415,0.011285559,-0.012077618,0.0082195638,0.039585562,-0.0052698102,-4.7564216e-05,-0.0042274264,0.58760462,-0.0053547804,-4.6862342e-05,-0.0043709403,1,0,0,0.017731374,-0.0073021808,0.5698621,193.62898,133.25474,82.239852,17896.296,0.55299901,nan,0.027807672,nan,nan,22671.628,-213.56673,90.833554,-154.20968,-0.023203458,-0.71395749,2.501084,17896.296,0,0,0,0,0
0.46,59.476083,0.059467881,-135.22799,170.80808,0.52572143,-99.802842,0.0040735143,0.54694207,0.012226295,-0.012850837,0.0078537887,0.040823929,-0.0053593595,-4.6791746e-05,-0.0043867465,0.60380666,-0.0054364233,-4.6102276e-05,-0.0045300309,1,0,0,0.018163924,-0.007826275,0.58223579,197.82892,135.22799,82.114391,17881.481,0.55306257,nan,0.029244509,nan,nan,23661.324,-222.88967,100.96035,-165.04147,-0.023181643,-0.70974044,2.4389567,17881.481,0,0,0,0,0
0.48,62.925111,0.070621741,-137.24273,174.4596,0.59790713,-101.87924,0.0043138305,0.54709239,0.013195805,-0.013622812,0.0074887498,0.042032156,-0.0054403218,-4.6034893e-05,-0.0045458064,0.61937215,-0.0055097998,-4.5361253e-05,-0.0046888515,1,0,0,0.018560748,-0.0083570232,0.59461198,202.02943,137.24273,81.98893,17866.667,0.55311323,nan,0.030697412,nan,nan,24672.008,-232.41032,111.76857,-176.0187,-0.023126168,-0.70745786,2.3807687,17866.667,0,0,0,0,0
0.5,66.447157,0.083275965,-139.29903,178.1098,0.67643853,-103.95885,0.0045534592,0.5472351,0.0141934,-0.014392492,0.0071234946,0.043212152,-0.0055130397,-4.5298248e-05,-0.0047045904,0.63432612,-0.0055752301,-4.4644325e-05,-0.0048473787,1,0,0,0.01892351,-0.008893601,0.60699052,206.23045,139.29903,81.863469,17851.852,0.55315089,nan,0.032166401,nan,nan,25703.65,-242.12838,123.27398,-187.12561,-0.02304177,-0.70692279,2.3263063,17851.852,0,0,0,0,0
0.52,70.042194,0.097559986,-141.39694,181.7586,0.76159586,-106.04163,0.0047921189,0.54737019,0.015218434,-0.015158973,0.0067571603,0.044365721,-0.0055778316,-4.4584532e-05,-0.0048630746,0.64869258,-0.0056330119,-4.3951897e-05,-0.0050055815,1,0,0,0.019253742,-0.0094352288,0.61937126,210.43192,141.39694,81.738007,17837.037,0.55317547,nan,0.033651494,nan,nan,26756.218,-252.04357,135.49161,-198.34602,-0.022932227,-0.70797334,2.2753581,17837.037,0,0,0,0,0
0.54,73.710195,0.11360886,-143.53654,185.40595,0.85366124,-108.12756,0.0050295652,0.54749761,0.016270301,-0.015921465,0.0063889641,0.045494562,-0.0056349944,-4.3895512e-05,-0.005021228,0.66249461,-0.0056834234,-4.3285843e-05,-0.005163423,1,0,0,0.019552857,-0.0099811694,0.63175405,214.63379,143.53654,81.612546,17822.222,0.55318685,nan,0.035152705,nan,nan,27829.678,-262.15557,148.43575,-209.66331,-0.022800884,-0.71046039,2.227723,17822.222,0,0,0,0,0
0.56,77.451129,0.1315633,-145.71789,189.0518,0.95291871,-110.21662,0.0052655876,0.54761732,0.017348434,-0.016679294,0.0060181955,0.046600276,-0.0056848051,-4.3232563e-05,-0.0051790136,0.6757544,-0.005726725,-4.2646607e-05,-0.0053208611,1,0,0,0.019822161,-0.010530725,0.64413876,218.836,145.71789,81.487085,17807.407,0.55318495,nan,0.036670046,nan,nan,28923.996,-272.46404,162.11995,-221.06045,-0.022651013,-0.71424993,2.1832073,17807.407,0,0,0,0,0
0.58,81.264966,0.15156972,-147.94105,192.6961,1.0596541,-112.30878,0.005500006,0.54772926,0.0184523,-0.017431882,0.0056442098,0.047684367,-0.0057275233,-4.2596194e-05,-0.0053363893,0.68849324,-0.0057631608,-4.2034333e-05,-0.00547785,1,0,0,0.020062864,-0.011083235,0.65652522,223.0385,147.94105,81.361624,17792.593,0.55316966,nan,0.038203524,nan,nan,30039.134,-282.96865,176.55699,-232.52001,-0.022485313,-0.71922038,2.1416257,17792.593,0,0,0,0,0
0.6,85.151675,0.17378026,-150.20607,196.33879,1.1741552,-114.40399,0.005732668,0.54783333,0.019581403,-0.018178742,0.0052664216,0.04874825,-0.0057633924,-4.1986682e-05,-0.0054933092,0.7007316,-0.0057929602,-4.1448969e-05,-0.00563434,1,0,0,0.020276089,-0.011638073,0.66891331,227.24122,150.20607,81.236162,17777.778,0.55314088,nan,0.039753145,nan,nan,31175.056,-293.66902,191.7589,-244.02417,-0.022306383,-0.7252616,2.1028011,17777.778,0,0,0,0,0
0.62,89.111223,0.19835284,-152.51303,199.97983,1.2967114,-116.50222,0.0059634457,0.54792947,0.020735275,-0.018919466,0.0048842995,0.049793252,-0.0057926408,-4.1403837e-05,-0.0056497238,0.71248914,-0.0058163392,-4.0889991e-05,-0.0057902791,1,0,0,0.02046288,-0.012194646,0.68130286,231.44412,152.51303,81.110701,17762.963,0.55309851,nan,0.04131891,nan,nan,32331.719,-304.56479,207.73693,-255.55472,-0.022116448,-0.7322737,2.0665639,17762.963,0,0,0,0,0
0.64,93.143576,0.22545117,-154.86198,203.61916,1.4276139,-118.60342,0.0061922335,0.54801757,0.021913479,-0.01965372,0.004497361,0.050820615,-0.0058154841,-4.0847268e-05,-0.0058055809,0.72378476,-0.0058335018,-4.0356851e-05,-0.0059456128,1,0,0,0.020624214,-0.01275239,0.69369373,235.64714,154.86198,80.98524,17748.148,0.55304244,nan,0.042900818,nan,nan,33509.084,-315.65557,224.50155,-267.09311,-0.021917551,-0.74016603,2.0327526,17748.148,0,0,0,0,0
0.66,97.248701,0.25524483,-157.25299,207.25674,1.5671556,-120.70755,0.0064189456,0.54809753,0.023115606,-0.020381231,0.0041051683,0.051831505,-0.0058321253,-4.0316351e-05,-0.0059608264,0.7346366,-0.0058446407,-3.9848728e-05,-0.0061002854,1,0,0,0.020761001,-0.013310772,0.70608578,239.85021,157.25299,80.859779,17733.333,0.55297258,nan,0.044498865,nan,nan,34707.106,-326.94094,242.06246,-278.62044,-0.021711485,-0.74885623,2.0012133,17733.333,0,0,0,0,0
0.68,101.42656,0.28790924,-159.68609,210.89252,1.715631,-122.81454,0.0066435141,0.54816923,0.024341273,-0.021101786,0.0037073236,0.05282701,-0.0058427568,-3.9810327e-05,-0.0061154044,0.7450621,-0.0058499385,-3.9364771e-05,-0.0062542397,1,0,0,0.020874096,-0.013869284,0.71847885,244.05329,159.68609,80.734317,17718.519,0.55288882,nan,0.046113041,nan,nan,35925.74,-338.42047,260.42855,-290.11749,-0.021499858,-0.75826946,1.9717993,17718.519,0,0,0,0,0
0.7,105.67712,0.32362573,-162.16137,214.52646,1.8733361,-124.92434,0.0068658866,0.54823255,0.025590121,-0.021815221,0.0033034661,0.053808147,-0.0058475605,-3.9328323e-05,-0.0062692578,0.75507801,-0.0058495687,-3.8904008e-05,-0.0064074177,1,0,0,0.0209643,-0.014427445,0.7308728,248.25632,162.16137,80.608856,17703.704,0.55279104,nan,0.047743336,nan,nan,37164.94,-350.09374,279.60795,-301.56472,-0.021284085,-0.76833763,1.9443713,17703.704,0,0,0,0,0
0.72,110.00034,0.36258157,-164.67886,218.15851,2.0405682,-127.03689,0.0070860246,0.54828737,0.026861812,-0.022521417,0.0028932682,0.054775864,-0.0058467096,-3.8869393e-05,-0.0064223289,0.76470041,-0.0058436965,-3.846545e-05,-0.0065597611,1,0,0,0.02103237,-0.014984798,0.74326749,252.45924,164.67886,80.483395,17688.889,0.55267915,nan,0.049389735,nan,nan,38424.658,-361.96028,299.60798,-312.94232,-0.021065416,-0.77899874,1.9187966,17688.889,0,0,0,0,0
0.74,114.39618,0.40497,-167.23863,221.78863,2.2176261,-129.15212,0.0073039019,0.54833355,0.028156031,-0.023220294,0.002476433,0.055731045,-0.0058403687,-3.8432545e-05,-0.0065745594,0.77394477,-0.0058324792,-3.8048065e-05,-0.0067112115,1,0,0,0.021079018,-0.015540909,0.75566276,256.662,167.23863,80.357934,17674.074,0.55255304,nan,0.051052218,nan,nan,39704.843,-374.01962,320.43517,-324.23018,-0.020844946,-0.7901963,1.8949495,17674.074,0,0,0,0,0
0.76,118.86461,0.45099022,-169.84073,225.41677,2.4048098,-131.26995,0.0075195032,0.54837095,0.029472483,-0.023911807,0.0020526911,0.056674512,-0.0058286948,-3.801676e-05,-0.006725891,0.78282595,-0.0058160673,-3.765082e-05,-0.0068617104,1,0,0,0.02110492,-0.016095363,0.76805846,260.86453,169.84073,80.232472,17659.259,0.5524126,nan,0.052730765,nan,nan,41005.443,-386.27128,342.09528,-335.40798,-0.020623633,-0.80187878,1.8727106,17659.259,0,0,0,0,0
0.78,123.40559,0.50084746,-172.48521,229.04291,2.6024204,-133.39031,0.0077328222,0.54839943,0.030810887,-0.02459594,0.0016217984,0.057607027,-0.0058118379,-3.7621009e-05,-0.0068762654,0.7913582,-0.005794605,-3.7272683e-05,-0.0070111998,1,0,0,0.021110713,-0.01664777,0.78045445,265.06679,172.48521,80.107011,17644.444,0.55225771,nan,0.05442535,nan,nan,42326.406,-398.71475,364.59324,-346.45515,-0.020402304,-0.81399912,1.8519666,17644.444,0,0,0,0,0
0.8,128.01907,0.55475297,-175.17212,232.667,2.8107599,-135.51312,0.0079438611,0.54841884,0.032170984,-0.025272705,0.0011835342,0.058529299,-0.0057899419,-3.7244268e-05,-0.0070256246,0.79955524,-0.0057682304,-3.691264e-05,-0.0071596221,1,0,0,0.021097008,-0.017197756,0.79285057,269.26871,175.17212,79.98155,17629.63,0.55208828,nan,0.056135943,nan,nan,43667.676,-411.34951,387.93321,-357.35091,-0.020181672,-0.82651434,1.8326103,17629.63,0,0,0,0,0
0.82,132.70501,0.61292406,-177.9015,236.28901,3.0301315,-137.63828,0.0081526287,0.54842902,0.033552527,-0.025942133,0.00073769854,0.059441982,-0.0057631446,-3.6885527e-05,-0.0071739114,0.80743024,-0.0057370765,-3.6569695e-05,-0.0073069205,1,0,0,0.021064381,-0.017744966,0.80524669,273.47024,177.9015,79.856089,17614.815,0.55190419,nan,0.057862513,nan,nan,45029.196,-424.17503,412.11855,-368.0743,-0.019962344,-0.83938507,1.81454,17614.815,0,0,0,0,0
0.84,137.46337,0.6755841,-180.67341,239.90889,3.2608389,-139.76571,0.0083591399,0.54842982,0.034955285,-0.026604276,0.00028411108,0.060345682,-0.0057315788,-3.6543798e-05,-0.007321069,0.81499585,-0.0057012715,-3.6242884e-05,-0.0074530392,1,0,0,0.021013387,-0.018289064,0.81764264,277.67132,180.67341,79.730627,17600,0.55170533,nan,0.059605022,nan,nan,46410.908,-437.19075,437.15185,-378.6042,-0.019744833,-0.85257526,1.7976595,17600,0,0,0,0,0
0.86,142.29411,0.74296255,-183.48789,243.52663,3.5031866,-141.89529,0.0085634146,0.54842108,0.036379038,-0.027259202,-0.00017739091,0.061240958,-0.0056953723,-3.6218122e-05,-0.0074670417,0.82226422,-0.0056609389,-3.5931274e-05,-0.007597923,1,0,0,0.020944554,-0.018829728,0.83003828,281.8719,183.48789,79.605166,17585.185,0.55149159,nan,0.06136343,nan,nan,47812.752,-450.39612,463.0349,-388.91934,-0.019529563,-0.86605184,1.7818778,17585.185,0,0,0,0,0
0.88,147.19719,0.81529496,-186.34498,247.14218,3.7574796,-144.02694,0.0087654766,0.54840264,0.03782358,-0.027906989,-0.00064695387,0.062128323,-0.0056546485,-3.590757e-05,-0.0076117746,0.82924704,-0.0056161984,-3.5633967e-05,-0.0077415182,1,0,0,0.02085839,-0.019366654,0.84243347,286.07191,186.34498,79.479705,17570.37,0.55126286,nan,0.063137695,nan,nan,49234.666,-463.79056,489.7687,-398.99834,-0.019316883,-0.8797844,1.7671089,17570.37,0,0,0,0,0
0.9,152.17256,0.89282297,-189.24472,250.75552,4.0240232,-146.16054,0.0089653533,0.54837433,0.039288715,-0.02854773,-0.0011247093,0.063008248,-0.0056095267,-3.5611249e-05,-0.007755214,0.83595552,-0.0055671658,-3.5350102e-05,-0.007883772,1,0,0,0.020755381,-0.019899551,0.85482804,290.2713,189.24472,79.354244,17555.556,0.55101903,nan,0.064927768,nan,nan,50676.587,-477.37345,517.35348,-408.81972,-0.019107068,-0.89374497,1.7532714,17555.556,0,0,0,0,0
0.92,157.22017,0.97579437,-192.18714,254.36662,4.303123,-148.29597,0.0091630744,0.54833598,0.040774258,-0.029181523,-0.0016107749,0.063881166,-0.0055601226,-3.5328304e-05,-0.0078973073,0.84240044,-0.0055139536,-3.5078857e-05,-0.0080246329,1,0,0,0.020635999,-0.020428146,0.86722185,294.47001,192.18714,79.228782,17540.741,0.55075998,nan,0.066733598,nan,nan,52138.45,-491.1442,545.78871,-418.36194,-0.018900334,-0.90790776,1.7402885,17540.741,0,0,0,0,0
0.94,162.33998,1.064463,-195.17229,257.97545,4.5950849,-150.43311,0.0093586719,0.54828743,0.042280033,-0.029808472,-0.0021052556,0.06474747,-0.0055065485,-3.5057915e-05,-0.0080380033,0.84859215,-0.0054566712,-3.4819448e-05,-0.0081640509,1,0,0,0.020500695,-0.020952175,0.87961475,298.66799,195.17229,79.103321,17525.926,0.55048562,nan,0.06855513,nan,nan,53620.187,-505.10216,575.07307,-427.60338,-0.018696836,-0.92224895,1.7280876,17525.926,0,0,0,0,0
0.96,167.53196,1.1590889,-198.2002,261.58199,4.9002145,-152.57183,0.009552179,0.54822849,0.04380587,-0.030428688,-0.0026082447,0.065607519,-0.0054489136,-3.4799303e-05,-0.008177252,0.8545406,-0.005395425,-3.457113e-05,-0.0083019772,1,0,0,0.020349907,-0.02147139,0.89200659,302.86518,198.2002,78.97786,17511.111,0.55019581,nan,0.070392306,nan,nan,55121.731,-519.24671,605.2045,-436.52244,-0.01849668,-0.93674648,1.7166003,17511.111,0,0,0,0,0
0.98,172.79604,1.2599381,-201.2709,265.18622,5.2188174,-154.71201,0.0097436301,0.54815901,0.04535161,-0.031042284,-0.0031198246,0.066461638,-0.0053873242,-3.4551727e-05,-0.0083150049,0.86025536,-0.0053303189,-3.4333194e-05,-0.0084383645,1,0,0,0.020184061,-0.021985556,0.90439722,307.06151,201.2709,78.852399,17496.296,0.54989047,nan,0.072245062,nan,nan,56643.012,-533.57718,636.18017,-445.09747,-0.018299928,-0.9513799,1.7057619,17496.296,0,0,0,0,0
1,178.13218,1.3672829,-204.38441,268.78811,5.5511987,-156.85351,0.0099330599,0.54807879,0.046917099,-0.031649372,-0.0036400674,0.06731012,-0.005321884,-3.4314482e-05,-0.0084512148,0.86574559,-0.0052614544,-3.4104971e-05,-0.008573167,1,0,0,0.020003568,-0.022494447,0.91678648,311.25694,204.38441,78.726937,17481.481,0.54956947,nan,0.074113331,nan,nan,58183.958,-548.09289,667.99651,-453.30688,-0.018106598,-0.96613019,1.6955115,17481.481,0,0,0,0,0
