time,x,y,z,vx,vy,vz,phi,theta,psi,p,q,r,elevator,aileron,rudder,throttle,elevator_cmd,aileron_cmd,rudder_cmd,throttle_cmd,tvc_pitch,tvc_yaw,alpha,beta,mach,airspeed,altitude,mass,thrust,pitch_sp,roll_sp,heading_sp,altitude_sp,speed_sp,qbar,rocket_table_aero_fx,rocket_table_aero_fy,rocket_table_aero_fz,rocket_table_aero_mx,rocket_table_aero_my,rocket_table_aero_mz,solid_motor_fx,solid_motor_fy,solid_motor_fz,solid_motor_mx,solid_motor_my,solid_motor_mz
0.1,57.204259,-0.00024790541,-5999.9523,284.78238,-0.0054714916,0.97203685,-1.9724249e-07,-0.00053122353,0.00066209457,4.764598e-08,-0.012497589,0.020370392,-0.0093219854,2.3867246e-08,-0.0087671283,0.18487116,-0.011215406,4.7233877e-08,-0.0096300538,1,0,0,0.0028820258,-0.00068130689,0.89992831,284.78404,5999.9523,81.119266,20800,0.0015303837,nan,0.0072644445,nan,nan,26768.299,-194.74025,-11.325399,-14.603437,9.0635972e-06,-5.033447,14.479001,20800,0,0,0,0,0
0.11,60.062252,-0.00030086776,-5999.9422,287.32692,-0.0048757219,1.0697513,-3.2623134e-07,-0.00066097879,0.00087934771,1.0234302e-07,-0.013674012,0.023695897,-0.010848916,3.2466941e-08,-0.0093591319,0.20104384,-0.014134831,4.4356551e-08,-0.010523536,1,0,0,0.0030621209,-0.00089631595,0.90797007,287.32891,5999.9422,81.031193,20880,0.0016899244,nan,0.0079990393,nan,nan,27248.877,-207.78178,-9.3722563,-14.977113,2.106932e-05,-4.4940958,13.161555,20880,0,0,0,0,0
0.12,62.945735,-0.00034456181,-5999.9311,289.88246,-0.0034250358,1.1678324,-5.07234e-07,-0.00080170578,0.001128556,2.0844181e-07,-0.014586199,0.026683004,-0.01306509,3.7706873e-08,-0.010041186,0.21689564,-0.017493153,4.607749e-08,-0.011291849,1,0,0,0.0032269156,-0.0011403695,0.91604668,289.88481,5999.9311,80.943119,20960,0.0018512046,nan,0.0087377611,nan,nan,27735.846,-221.34071,-7.0055698,-14.112727,3.5112094e-05,-2.6122498,11.538725,20960,0,0,0,0,0
0.13,65.854817,-0.00036987375,-5999.9191,292.44897,-0.00097598153,1.2664408,-7.4769442e-07,-0.00094956485,0.0014060057,3.7420912e-07,-0.014955676,0.029240767,-0.015845064,4.2027365e-08,-0.010739267,0.23243293,-0.02120619,4.9605457e-08,-0.011997667,1,0,0,0.0033808791,-0.0014093404,0.92415804,292.45171,5999.9191,80.855046,21040,0.0020142373,nan,0.0094806367,nan,nan,28229.254,-235.34119,-4.0852143,-12.417584,5.1457966e-05,0.1778645,9.4504855,21040,0,0,0,0,0
0.14,68.789608,-0.00036623657,-5999.906,295.02642,0.0026150081,1.365675,-1.0515394e-06,-0.0010983453,0.001706953,6.0980212e-07,-0.014606902,0.031256296,-0.019076054,4.6230946e-08,-0.011450645,0.24766195,-0.025167382,5.382355e-08,-0.012758966,1,0,0,0.0035306188,-0.0016980855,0.93230404,295.02958,5999.906,80.766972,21120,0.0021790361,nan,0.010227692,nan,nan,28729.153,-249.79263,-0.62971649,-10.303416,7.0678641e-05,3.4480839,6.9068546,21120,0,0,0,0,0
0.15,71.750216,-0.00032171798,-5999.8919,297.61477,0.0074698979,1.4655643,-1.4172656e-06,-0.0012404898,0.0020255636,9.2731585e-07,-0.013466851,0.032633256,-0.02264293,5.0444647e-08,-0.012235327,0.26258882,-0.029254471,5.7977709e-08,-0.013743877,1,0,0,0.0036838444,-0.0020004589,0.94048458,297.61838,5999.8919,80.678899,21200,0.0023456155,nan,0.010978952,nan,nan,29235.592,-264.70446,3.208777,-8.1940894,9.3055929e-05,6.7642429,4.0595885,21200,0,0,0,0,0
0.16,74.736752,-0.00022331128,-5999.8769,300.214,0.013671286,1.5660656,-1.8369411e-06,-0.0013681239,0.0023552064,1.3391541e-06,-0.011565447,0.033322121,-0.026429831,5.4470501e-08,-0.013208791,0.27721952,-0.033357059,6.1443413e-08,-0.015161388,1,0,0,0.0038483359,-0.0023096607,0.94869955,300.21808,5999.8769,80.590826,21280,0.0025139897,nan,0.011734441,nan,nan,29748.619,-280.0861,7.179701,-6.507112,0.00011832844,9.7028028,1.1641409,21280,0,0,0,0,0
0.17,77.749324,-5.7382494e-05,-5999.8608,302.82406,0.021250398,1.6670649,-2.2966108e-06,-0.0014740689,0.0026890121,1.8556817e-06,-0.0090295563,0.03334053,-0.030333534,5.7968451e-08,-0.014531299,0.29155995,-0.037408139,6.372457e-08,-0.017242495,1,0,0,0.0040309493,-0.0026188289,0.95694883,302.82865,5999.8608,80.502752,21360,0.0026841725,nan,0.012494184,nan,nan,30268.285,-295.94696,10.97915,-5.6138332,0.00014561416,11.890453,-1.4681225,21360,0,0,0,0,0
0.18,80.788039,0.00018979177,-5999.8437,305.44492,0.030182761,1.7683886,-2.7781914e-06,-0.0015527543,0.0030205874,2.4828171e-06,-0.0060665008,0.032781252,-0.034284478,6.057883e-08,-0.016392086,0.30561585,-0.041415914,6.4499051e-08,-0.020215083,1,0,0,0.0042367474,-0.0029217607,0.96523231,305.45004,5999.8437,80.414679,21440,0.0028561766,nan,0.013258206,nan,nan,30794.637,-312.29651,14.304713,-5.7921812,0.00017348708,13.051818,-3.5275988,21440,0,0,0,0,0
0.19,83.853007,0.00053147869,-5999.8257,308.07655,0.040392895,1.8698211,-3.262432e-06,-0.0016009207,0.0033447531,3.2201554e-06,-0.0029365244,0.031805917,-0.038271208,6.2011687e-08,-0.018989359,0.31939288,-0.045491302,6.3653818e-08,-0.024278158,1,0,0,0.0044683649,-0.0032136273,0.97354985,308.08222,5999.8257,80.326606,21520,0.0030300132,nan,0.01402653,nan,nan,31327.725,-329.14431,16.91389,-7.1852564,0.0002001868,13.05119,-4.767624,21520,0,0,0,0,0
0.2,86.944333,0.00098002702,-5999.8066,310.71889,0.051767958,1.9711296,-3.7321157e-06,-0.0016180098,0.0036581613,4.0600861e-06,8.3134651e-05,0.030624634,-0.042363972,6.2105325e-08,-0.022509469,0.33289656,-0.049867012,6.1285826e-08,-0.029582864,1,0,0,0.004725702,-0.0034915406,0.98190134,310.72515,5999.8066,80.238532,21600,0.0032056918,nan,0.014799184,nan,nan,31867.596,-346.50004,18.675856,-9.7775755,0.00022391371,11.915887,-5.0584528,21600,0,0,0,0,0
0.21,90.062125,0.0015465723,-5999.7864,313.37192,0.0641786,2.0720913,-4.1745762e-06,-0.0016061785,0.0039596617,4.9881381e-06,0.0027372774,0.029464372,-0.046733742,6.0850882e-08,-0.027110574,0.34613232,-0.054906256,5.7663942e-08,-0.036228741,1,0,0,0.0050059988,-0.0037548475,0.99028663,313.37878,5999.7864,80.150459,21680,0.0033832203,nan,0.015576194,nan,nan,32414.299,-364.37361,19.605096,-13.397285,0.00024313725,9.8326105,-4.4220004,21680,0,0,0,0,0
0.22,93.206491,0.0022409686,-5999.7653,316.03559,0.077503512,2.1725181,-4.5828689e-06,-0.0015699311,0.0042503221,5.984477e-06,0.0048280559,0.028531692,-0.051664671,5.838317e-08,-0.032917359,0.35910547,-0.061103084,5.3162013e-08,-0.044283266,1,0,0,0.0053042803,-0.0040050714,0.9987056,316.04307,5999.7653,80.062385,21760,0.0035626048,nan,0.016357589,nan,nan,32967.88,-382.77512,19.867484,-17.747162,0.00025683917,7.1139399,-3.0375286,21760,0,0,0,0,0
0.23,96.377535,0.0030719664,-5999.7432,318.70986,0.091653049,2.2722764,-4.9554482e-06,-0.0015154361,0.0045330779,7.0261933e-06,0.0062397141,0.027977272,-0.057561083,5.4944638e-08,-0.040033645,0.37182123,-0.069082123,4.8182172e-08,-0.05383154,1,0,0,0.0056140941,-0.0042454895,1.0071581,318.71797,5999.7432,79.974312,21840,0.0037438508,nan,0.017143398,nan,nan,33528.387,-401.71497,19.75476,-22.460545,0.00026463478,4.1391382,-1.2141564,21840,0,0,0,0,0
0.24,99.575365,0.004047607,-5999.7201,321.39468,0.10658708,2.3712954,-5.2947239e-06,-0.0014496554,0.0048120594,8.0898493e-06,0.0069475547,0.027869928,-0.064954785,5.0834805e-08,-0.048579494,0.38428469,-0.079613243,4.3088291e-08,-0.065062119,1,0,0,0.0059284019,-0.0044804084,1.015644,321.40345,5999.7201,79.886239,21920,0.0039269625,nan,0.017933651,nan,nan,34095.866,-421.20377,19.630949,-27.172037,0.00026675455,1.2800088,0.66582737,21920,0,0,0,0,0
0.25,102.80008,0.0051757591,-5999.696,324.09002,0.12232323,2.4695656,-5.6051633e-06,-0.0013794553,0.0050917165,9.1537567e-06,0.0070089502,0.028186025,-0.074525318,4.6359088e-08,-0.058759686,0.39650088,-0.09366805,3.8163032e-08,-0.078397737,1,0,0,0.0062404538,-0.0047142704,1.0241631,324.09945,5999.696,79.798165,22000,0.0041119443,nan,0.018728379,nan,nan,34670.364,-441.25238,19.862403,-31.588689,0.00026391074,-1.173239,2.220363,22000,0,0,0,0,0
0.26,106.05179,0.0064646446,-5999.6709,326.79113,0.13890897,2.5671198,-5.8915777e-06,-0.0013108753,0.0053759094,1.0199576e-05,0.0065385989,0.028817104,-0.087151343,4.1789049e-08,-0.070969352,0.40847469,-0.11253622,3.3596662e-08,-0.09466573,1,0,0,0.0065445665,-0.0049508316,1.0327005,326.80124,5999.6709,79.712189,21987.234,0.0042988001,nan,0.019527608,nan,nan,35250.916,-461.83569,20.738386,-35.532953,0.0002570732,-3.0563602,3.149986,21987.234,0,0,0,0,0
0.27,109.3305,0.0079229733,-5999.6448,329.49094,0.15641498,2.6640191,-6.1579922e-06,-0.0012486784,0.0056671532,1.1213008e-05,0.0056758166,0.02959547,-0.10402091,3.733953e-08,-0.085946962,0.42021093,-0.13810381,2.9489107e-08,-0.11538132,1,0,0,0.0068364792,-0.0051924299,1.0412338,329.50174,5999.6448,79.626212,21974.468,0.004487532,nan,0.020331355,nan,nan,35836.015,-482.90665,22.433116,-38.987005,0.00024730979,-4.3769285,3.2756433,21974.468,0,0,0,0,0
0.28,112.63621,0.0095604451,-5999.6178,332.18938,0.17496815,2.7603383,-6.4071423e-06,-0.0011962834,0.0059661349,1.2184066e-05,0.0045377144,0.030320689,-0.12692323,3.315648e-08,-0.1050678,0.43171431,-0.17356532,2.58617e-08,-0.14336192,1,0,0,0.0071131444,-0.0054394183,1.0497628,332.20089,5999.6178,79.540236,21961.702,0.0046781419,nan,0.021139631,nan,nan,36425.638,-504.46975,25.016148,-42.280194,0.00023566351,-5.6909432,2.5255227,21961.702,0,0,0,0,0
0.29,115.96889,0.011388058,-5999.5898,334.88639,0.1947011,2.8560714,-6.640444e-06,-0.0011568536,0.0062714878,1.3106654e-05,0.0029185599,0.030780953,-0.15909528,2.9321824e-08,-0.13090334,0.44298946,-0.22593171,2.2689294e-08,-0.18395249,1,0,0,0.0073715171,-0.00569009,1.0582873,334.89863,5999.5898,79.45426,21948.936,0.0048706323,nan,0.021952447,nan,nan,37019.765,-526.52948,28.68986,-46.15807,0.00022298786,-8.4564938,0.70606306,21948.936,0,0,0,0,0
0.3,119.32854,0.013418287,-5999.5609,337.5819,0.21579435,2.9512229,-6.8583701e-06,-0.0011362494,0.0065794228,1.3977735e-05,0.00063801671,0.030667711,-0.20710981,2.5866928e-08,-0.16861717,0.45404091,-0.3094361,1.9922939e-08,-0.24872755,1,0,0,0.0076058822,-0.0059401843,1.0668071,337.59487,5999.5609,79.368283,21936.17,0.0050650054,nan,0.022769815,nan,nan,37618.372,-549.09056,33.688903,-50.065433,0.00020991185,-11.327729,-2.4170358,21936.17,0,0,0,0,0
0.31,122.71513,0.015665347,-5999.531,340.27585,0.23838409,3.0457808,-7.0603518e-06,-0.0011412838,0.0068830779,1.4796419e-05,-0.0024613533,0.029720006,-0.28015696,2.2786275e-08,-0.22970315,0.46487309,-0.45792057,1.7500215e-08,-0.3653205,1,0,0,0.0078095192,-0.0061825127,1.075322,340.28956,5999.531,79.282307,21923.404,0.0052612637,nan,0.023591742,nan,nan,38221.437,-572.15791,39.685752,-62.911537,0.00019683699,-23.671453,-6.6116525,21923.404,0,0,0,0,0
0.32,126.12866,0.018145324,-5999.5001,342.96815,0.2632071,3.1370699,-7.2444484e-06,-0.0011959781,0.0071716507,1.5563093e-05,-0.011864877,0.026353558,-0.35869677,2.0049981e-08,-0.30824297,0.47549035,-0.7854,1.534979e-08,-0.63500307,1,0,0,0.0079507309,-0.0064042041,1.0838316,342.9826,5999.5001,79.19633,21910.638,0.0054593995,nan,0.024418235,nan,nan,38828.93,-595.73887,67.514245,-101.40786,0.00018395763,-63.145609,-35.080829,21910.638,0,0,0,0,0
0.33,129.56911,0.020893207,-5999.4684,345.65873,0.29327067,3.2238272,-7.3675651e-06,-0.0013821594,0.0073939095,1.6277959e-05,-0.030579614,0.014072758,-0.43723659,1.752748e-08,-0.38678279,0.48589695,-0.7854,1.2991284e-08,-0.7854,1,0,0,0.007944337,-0.0065454502,1.0923357,345.67389,5999.4684,79.110354,21897.872,0.0056593856,nan,0.025249282,nan,nan,39440.819,-619.84732,106.30049,-137.99215,0.00017045161,-101.36704,-76.157252,21897.872,0,0,0,0,0
0.34,133.03645,0.023963245,-5999.4359,348.34752,0.32857489,3.3068444,-7.2900303e-06,-0.0017914255,0.0074544703,1.6932672e-05,-0.058145602,-0.0078569125,-0.48869219,1.4740173e-08,-0.4653226,0.49609709,-0.7854,9.2064046e-09,-0.7854,1,0,0,0.0077013856,-0.0065111877,1.100834,348.36337,5999.4359,79.024377,21885.106,0.0058611972,nan,0.026084863,nan,nan,40057.081,-642.85427,133.11422,-161.08058,0.0001505526,-59.027601,-37.826744,21885.106,0,0,0,0,0
0.35,136.53068,0.02739002,-5999.4024,351.03555,0.36224115,3.3933684,-7.1986441e-06,-0.0022836384,0.0074845666,1.7475034e-05,0.0007226786,0.055666701,-0.42586034,1.1427448e-08,-0.39500271,0.50609484,-0.072916757,6.4422614e-09,-0.041703174,1,0,0,0.0073829474,-0.0064525729,1.1093301,351.05213,5999.4024,78.938401,21872.34,0.0060648386,nan,0.026924981,nan,nan,40677.961,-650.99793,72.420822,-95.071703,0.00011450825,709.81903,726.7759,21872.34,0,0,0,0,0
0.36,140.05179,0.031126516,-5999.3681,353.72388,0.39042412,3.4875433,-9.7277956e-06,-0.0014531323,0.0088797701,1.7939047e-05,0.2432379,0.30177852,-0.34732052,1.4665721e-08,-0.31646289,0.51589423,0.10043284,3.0566474e-08,0.12244537,1,0,0,0.0084062724,-0.0077759952,1.1178273,353.74129,5999.3681,78.852425,21859.574,0.0062703756,nan,0.027769702,nan,nan,41303.713,-659.00475,40.253353,-56.861922,0.00014397842,1478.3658,1490.6436,21859.574,0,0,0,0,0
0.37,143.59978,0.035155172,-5999.3329,356.41247,0.4246667,3.5781244,-7.2652345e-06,0.0025300027,0.013459101,1.867648e-05,0.66615741,0.72384614,-0.2687807,2.0328788e-08,-0.23792307,0.5254992,0.2405865,2.7233915e-09,0.26448844,1,0,0,0.012569604,-0.01226804,1.1263253,356.43068,5999.3329,78.766448,21846.809,0.0064778299,nan,0.028619045,nan,nan,41934.305,-665.72698,98.387721,-90.856066,0.00019524933,2212.9267,1998.8335,21846.809,0,0,0,0,0
0.38,147.17466,0.039632367,-5999.2968,359.10087,0.49257968,3.6403946,5.5289906e-05,0.011313803,0.022560427,1.8248917e-05,1.1887605,1.1737806,-0.19024089,-1.2495065e-07,-0.15938326,0.5349136,0.35187978,-6.623039e-07,0.36191639,1,0,0,0.02145442,-0.021191326,1.134822,359.11966,5999.2968,78.680472,21834.043,0.0066870777,nan,0.029472869,nan,nan,42569.581,-669.72652,336.16901,-310.45253,-0.0011721897,1986.4124,1612.597,21834.043,0,0,0,0,0
0.39,150.77641,0.045033556,-5999.2604,361.78716,0.628067,3.6364771,0.00029266761,0.024957545,0.035689025,4.7203802e-06,1.589306,1.477634,-0.11170107,-9.3659956e-07,-0.080843441,0.54414121,0.39748976,-3.2182438e-06,0.39704083,1,0,0,0.035024346,-0.033961864,1.1433103,361.80598,5999.2604,78.594495,21821.277,0.0068977297,nan,0.030330779,nan,nan,43209.004,-667.82796,733.83028,-702.5495,-0.0085689409,1108.4232,658.91534,21821.277,0,0,0,0,0
